station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, SNOW_ON_THE_GROUND, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP
3.2, 0.0, 41.0, 3.2, 2010-01-01 00:00:00, -17.0, -8.5
3.4, 0.0, 42.0, 3.4, 2010-01-02 00:00:00, -12.0, -5.5
0.8, 0.0, 43.0, 0.8, 2010-01-03 00:00:00, -14.0, -4.5
0.0, 0.0, 43.0, 0.0, 2010-01-04 00:00:00, -19.5, -12.0
0.0, 0.0, 43.0, 0.0, 2010-01-05 00:00:00, -26.5, -14.0
0.0, 0.0, 43.0, 0.0, 2010-01-06 00:00:00, -29.0, -15.5
0.0, 0.0, 43.0, 0.0, 2010-01-07 00:00:00, -28.5, -2.0
0.0, 0.0, 41.0, 0.0, 2010-01-08 00:00:00, -18.5, 0.5
0.0, 0.0, 40.0, 0.0, 2010-01-09 00:00:00, -8.0, 4.0
0.0, 0.0, 35.0, 0.0, 2010-01-10 00:00:00, -2.5, 7.5
0.0, 0.0, 30.0, 0.0, 2010-01-11 00:00:00, 0.0, 10.0
0.0, 0.0, 26.0, 0.0, 2010-01-12 00:00:00, 1.0, 8.0
0.0, 0.0, 24.0, 0.0, 2010-01-13 00:00:00, -4.5, 3.0
0.0, 0.0, 23.0, 0.0, 2010-01-14 00:00:00, -4.5, -7.0
0.0, 0.0, 21.0, 0.0, 2010-01-15 00:00:00, -1.0, 5.0
0.0, 0.0, 20.0, 0.0, 2010-01-16 00:00:00, -8.0, 3.5
0.0, 0.0, 19.0, 0.0, 2010-01-17 00:00:00, -14.0, 8.5
0.0, 0.0, 17.0, 0.0, 2010-01-18 00:00:00, -4.5, 9.0
0.0, 0.0, 15.0, 0.0, 2010-01-19 00:00:00, -4.0, 9.0
0.0, 0.0, 14.0, 0.0, 2010-01-20 00:00:00, -4.5, 9.0
0.0, 0.0, 14.0, 0.0, 2010-01-21 00:00:00, -4.5, 4.5
0.0, 0.0, 14.0, 0.0, 2010-01-22 00:00:00, -7.0, 2.5
0.0, 0.0, 14.0, 0.0, 2010-01-23 00:00:00, -11.5, -3.0
1.0, 0.0, 14.0, 1.0, 2010-01-24 00:00:00, -14.5, -5.0
0.0, 0.0, 15.0, 0.0, 2010-01-25 00:00:00, -12.5, -3.0
0.0, 0.0, 15.0, 0.0, 2010-01-26 00:00:00, -8.0, -3.0
0.0, 0.0, 15.0, 0.0, 2010-01-27 00:00:00, -4.5, 0.0
0.0, 0.0, 15.0, 0.0, 2010-01-28 00:00:00, -7.5, 4.5
1.6, 0.0, 14.0, 1.6, 2010-01-29 00:00:00, -5.5, 5.5
10.6, 0.0, 15.0, 10.6, 2010-01-30 00:00:00, -2.5, 1.5
4.4, 0.0, 22.0, 4.4, 2010-01-31 00:00:00, -3.0, 1.0
0.0, 0.0, 24.0, 0.0, 2010-02-01 00:00:00, -2.5, 1.5
0.0, 0.0, 24.0, 0.0, 2010-02-02 00:00:00, -1.5, 2.0
0.0, 0.0, 24.0, 0.0, 2010-02-03 00:00:00, -3.0, 0.5
0.0, 0.0, 24.0, 0.0, 2010-02-04 00:00:00, -2.0, 3.0
0.0, 0.0, 23.0, 0.0, 2010-02-05 00:00:00, -6.0, 5.0
0.0, 0.0, 22.0, 0.0, 2010-02-06 00:00:00, -8.5, 6.5
0.0, 0.0, 21.0, 0.0, 2010-02-07 00:00:00, -9.0, 3.5
0.0, 0.0, 21.0, 0.0, 2010-02-08 00:00:00, -9.5, 2.5
0.0, 0.0, 20.0, 0.0, 2010-02-09 00:00:00, -11.5, 0.0
0.0, 0.0, 20.0, 0.0, 2010-02-10 00:00:00, -10.0, 2.5
0.0, 0.0, 20.0, 0.0, 2010-02-11 00:00:00, -10.5, 5.5
0.0, 0.0, 20.0, 0.0, 2010-02-12 00:00:00, -8.5, 10.0
0.2, 0.2, 19.0, 0.0, 2010-02-13 00:00:00, -5.5, 9.0
0.0, 0.0, 16.0, 0.0, 2010-02-14 00:00:00, -5.5, 9.0
1.2, 1.2, 15.0, 0.0, 2010-02-15 00:00:00, -4.0, 5.5
1.4, 1.4, 14.0, 0.0, 2010-02-16 00:00:00, -3.0, 6.0
0.0, 0.0, 13.0, 0.0, 2010-02-17 00:00:00, -3.5, 3.0
0.0, 0.0, 13.0, 0.0, 2010-02-18 00:00:00, -6.5, -10.0
0.0, 0.0, 13.0, 0.0, 2010-02-19 00:00:00, -5.0, -1.0
0.0, 0.0, 13.0, 0.0, 2010-02-20 00:00:00, -3.5, -1.5
0.0, 0.0, 13.0, 0.0, 2010-02-21 00:00:00, -3.5, -1.0
0.0, 0.0, 13.0, 0.0, 2010-02-22 00:00:00, -3.5, 0.5
0.0, 0.0, 13.0, 0.0, 2010-02-23 00:00:00, -9.5, 3.0
0.0, 0.0, 13.0, 0.0, 2010-02-24 00:00:00, -6.5, 6.0
0.0, 0.0, 12.0, 0.0, 2010-02-25 00:00:00, -4.0, 8.5
2.0, 2.0, 11.0, 0.0, 2010-02-26 00:00:00, -5.0, 6.0
2.2, 2.2, 10.0, 0.0, 2010-02-27 00:00:00, -1.5, 5.0
0.2, 0.2, 10.0, 0.0, 2010-02-28 00:00:00, 0.0, 7.0
0.0, 0.0, 0.0, 0.0, 2010-04-01 00:00:00, -5.0, 9.0
1.2, 1.2, 0.0, 0.0, 2010-04-02 00:00:00, -4.0, 8.0
0.0, 0.0, 0.0, 0.0, 2010-04-03 00:00:00, 1.5, 11.0
0.0, 0.0, 0.0, 0.0, 2010-04-04 00:00:00, -8.5, 10.5
1.4, 1.4, 0.0, 0.0, 2010-04-05 00:00:00, -6.0, 11.5
0.0, 0.0, 0.0, 0.0, 2010-04-06 00:00:00, -1.5, 12.0
11.5, 0.0, 0.0, 11.5, 2010-04-07 00:00:00, 1.5, 12.5
0.0, 0.0, 11.0, 0.0, 2010-04-08 00:00:00, -2.5, 6.5
1.2, 1.2, 0.0, 0.0, 2010-04-09 00:00:00, -5.0, 4.0
0.0, 0.0, 0.0, 0.0, 2010-04-10 00:00:00, -9.0, 9.0
0.0, 0.0, 0.0, 0.0, 2010-04-11 00:00:00, -7.5, 12.0
0.0, 0.0, 0.0, 0.0, 2010-04-12 00:00:00, -3.5, 12.5
0.0, 0.0, 0.0, 0.0, 2010-04-13 00:00:00, -2.0, 14.5
0.0, 0.0, 0.0, 0.0, 2010-04-14 00:00:00, -7.5, 18.5
0.0, 0.0, 0.0, 0.0, 2010-04-15 00:00:00, -5.0, 22.0
0.0, 0.0, 0.0, 0.0, 2010-04-16 00:00:00, -1.0, 22.0
0.2, 0.2, 0.0, 0.0, 2010-04-17 00:00:00, -0.5, 20.5
0.0, 0.0, 0.0, 0.0, 2010-04-18 00:00:00, -1.5, 20.5
0.0, 0.0, 0.0, 0.0, 2010-04-19 00:00:00, 0.0, 24.0
0.6, 0.6, None, 0.0, 2010-04-20 00:00:00, 1.5, 25.0
6.8, 6.8, 0.0, 0.0, 2010-04-21 00:00:00, 5.5, 8.5
1.0, 1.0, 0.0, 0.0, 2010-04-22 00:00:00, 2.5, 8.5
1.2, 1.2, 0.0, 0.0, 2010-04-23 00:00:00, -5.0, 14.0
0.0, 0.0, 0.0, 0.0, 2010-04-24 00:00:00, -5.0, 11.5
0.2, 0.2, 0.0, 0.0, 2010-04-25 00:00:00, -5.5, 15.5
0.0, 0.0, 0.0, 0.0, 2010-04-26 00:00:00, -1.5, 16.0
0.8, 0.8, 0.0, 0.0, 2010-04-27 00:00:00, 1.0, 16.5
0.2, 0.2, 0.0, 0.0, 2010-04-28 00:00:00, 3.5, 15.0
0.0, 0.0, 0.0, 0.0, 2010-04-29 00:00:00, 3.5, 14.0
4.4, 4.4, 0.0, 0.0, 2010-04-30 00:00:00, 1.5, 16.5
1.4, 1.4, 0.0, 0.0, 2010-05-01 00:00:00, 4.0, 16.5
0.0, 0.0, 0.0, 0.0, 2010-05-02 00:00:00, 1.5, 7.0
1.4, 1.4, 0.0, 0.0, 2010-05-03 00:00:00, 5.0, 10.5
1.2, 1.2, 0.0, 0.0, 2010-05-04 00:00:00, 0.5, 9.5
0.0, 0.0, 0.0, 0.0, 2010-05-05 00:00:00, -3.0, 12.5
0.0, 0.0, 0.0, 0.0, 2010-05-06 00:00:00, -6.5, 14.5
