station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, None, -13.0, None, 2010-01-05 00:00:00, 42.0, None
None, None, -30.0, None, 2010-01-07 00:00:00, 44.0, None
0.0, 0.0, -29.0, 0.0, 2010-01-11 00:00:00, 38.0, 6.0
None, None, -3.0, None, 2010-01-12 00:00:00, 34.0, None
None, None, -17.0, None, 2010-01-21 00:00:00, 34.0, None
None, None, -16.0, None, 2010-01-25 00:00:00, 34.0, None
0.0, 0.0, -20.5, 0.0, 2010-01-27 00:00:00, 34.0, -3.0
0.0, 0.0, -13.0, 0.0, 2010-01-28 00:00:00, 33.0, -3.0
None, None, -13.0, None, 2010-01-29 00:00:00, 33.0, None
None, None, -11.0, None, 2010-02-01 00:00:00, 39.0, None
None, None, -7.5, None, 2010-02-03 00:00:00, 38.0, None
0.0, 0.0, -13.0, 0.0, 2010-02-05 00:00:00, 36.0, 0.6
0.0, 0.0, -12.0, 0.0, 2010-02-06 00:00:00, 36.0, 1.0
0.0, 0.0, -10.5, 0.0, 2010-02-07 00:00:00, 36.0, -2.0
0.0, 0.0, -10.5, 0.0, 2010-02-08 00:00:00, 35.0, -4.0
0.0, 0.0, -9.5, 0.0, 2010-02-09 00:00:00, 35.0, -3.0
0.5, 0.0, -11.5, 0.5, 2010-02-10 00:00:00, 35.0, -1.7
0.3, 0.0, -11.0, 0.3, 2010-02-11 00:00:00, 35.0, 0.0
0.0, 0.0, -9.0, 0.0, 2010-02-12 00:00:00, 33.0, 2.7
0.0, 0.0, -5.0, 0.0, 2010-02-13 00:00:00, 31.0, -3.0
0.0, 0.0, -9.7, 0.0, 2010-02-14 00:00:00, 30.0, 2.1
0.0, 0.0, -5.5, 0.0, 2010-02-15 00:00:00, 29.0, 2.0
None, None, -5.1, None, 2010-02-16 00:00:00, 29.0, None
0.0, 0.0, -5.0, 0.0, 2010-02-18 00:00:00, 31.0, 2.5
0.0, 0.0, -14.0, 0.0, 2010-02-19 00:00:00, 29.0, -0.7
0.0, 0.0, -16.0, 0.0, 2010-02-20 00:00:00, 28.0, 0.2
0.0, 0.0, -19.0, 0.0, 2010-02-21 00:00:00, 25.0, -6.0
0.0, 0.0, -16.0, 0.0, 2010-02-22 00:00:00, 24.0, 1.0
0.0, 0.0, -16.0, 0.0, 2010-02-23 00:00:00, 24.0, 2.3
0.0, 0.0, -14.0, 0.0, 2010-02-24 00:00:00, None, -1.4
None, None, -12.5, None, 2010-02-25 00:00:00, 23.0, None
0.0, 0.0, -11.0, 0.0, 2010-03-01 00:00:00, 7.0, 7.4
0.0, 0.0, -9.5, 0.0, 2010-03-02 00:00:00, 5.0, 8.1
None, None, -6.6, None, 2010-03-03 00:00:00, 4.0, None
4.0, 0.0, -11.2, 4.0, 2010-03-09 00:00:00, 2.0, -0.2
0.0, 0.0, -14.1, 0.0, 2010-03-10 00:00:00, 5.0, 0.2
None, None, -14.1, None, 2010-03-11 00:00:00, 1.0, None
None, None, -13.2, None, 2010-03-16 00:00:00, 0.0, None
1.7, 0.0, -10.0, 1.7, 2010-03-18 00:00:00, 0.0, 9.9
None, None, -10.0, None, 2010-03-19 00:00:00, 2.0, None
0.5, 0.0, -3.9, 0.5, 2010-03-22 00:00:00, 0.0, 6.0
0.0, 0.0, -4.2, 0.0, 2010-03-23 00:00:00, 1.0, 5.6
0.0, 0.0, -4.6, 0.0, 2010-03-24 00:00:00, 0.0, 8.0
0.0, 0.0, -8.0, 0.0, 2010-03-25 00:00:00, 0.0, 10.0
0.0, 0.0, -7.9, 0.0, 2010-03-26 00:00:00, 0.0, 8.1
0.0, 0.0, -6.0, 0.0, 2010-03-27 00:00:00, 0.0, 7.8
6.0, 0.0, -5.8, 6.0, 2010-03-28 00:00:00, 0.0, 8.8
2.0, 0.0, -3.9, 2.0, 2010-03-29 00:00:00, 6.0, 3.5
None, None, -5.0, None, 2010-03-30 00:00:00, 2.0, None
None, None, -8.0, None, 2010-05-05 00:00:00, 0.0, None
0.0, 0.0, -7.5, 0.0, 2010-05-07 00:00:00, 0.0, 9.0
None, None, -6.0, None, 2010-05-08 00:00:00, 0.0, None
None, None, -6.0, None, 2010-05-14 00:00:00, 0.0, None
1.0, 1.0, 2.0, 0.0, 2010-05-18 00:00:00, 0.0, 22.0
None, None, 8.0, None, 2010-05-19 00:00:00, 0.0, None
None, None, -7.0, None, 2010-05-25 00:00:00, 0.0, None
None, None, -3.0, None, 2010-05-27 00:00:00, 0.0, None
3.9, 3.9, -1.0, 0.0, 2010-05-31 00:00:00, 0.0, 12.0
2.0, 2.0, 3.0, 0.0, 2010-06-01 00:00:00, 0.0, 12.0
1.6, 0.6, 2.0, 1.0, 2010-06-02 00:00:00, 0.0, 11.5
None, None, 4.5, None, 2010-06-03 00:00:00, 1.0, None
3.0, 3.0, -2.0, 0.0, 2010-06-07 00:00:00, 0.0, 13.5
0.0, 0.0, 1.0, 0.0, 2010-06-08 00:00:00, 0.0, 15.0
2.5, 2.5, 1.0, 0.0, 2010-06-09 00:00:00, 0.0, 11.0
9.0, 9.0, 4.0, 0.0, 2010-06-10 00:00:00, 0.0, 9.0
None, None, -1.0, None, 2010-06-11 00:00:00, 0.0, None
0.0, 0.0, -2.0, 0.0, 2010-06-14 00:00:00, 0.0, 19.0
0.3, 0.3, 1.5, 0.0, 2010-06-15 00:00:00, 0.0, 16.0
9.0, 9.0, 4.0, 0.0, 2010-06-16 00:00:00, 0.0, 7.0
None, None, 4.0, None, 2010-06-17 00:00:00, 0.0, None
0.2, 0.2, 0.0, 0.0, 2010-06-21 00:00:00, 0.0, 20.5
1.2, 1.2, -1.5, 0.0, 2010-06-22 00:00:00, 0.0, 18.5
0.0, 0.0, 4.0, 0.0, 2010-06-23 00:00:00, 0.0, 21.0
0.5, 0.5, 4.0, 0.0, 2010-06-24 00:00:00, 0.0, 21.0
None, None, 2.5, None, 2010-06-25 00:00:00, 0.0, None
0.0, 0.0, 2.0, 0.0, 2010-06-28 00:00:00, 0.0, 23.0
0.0, 0.0, 5.5, 0.0, 2010-06-29 00:00:00, 0.0, 24.0
None, None, 4.0, None, 2010-06-30 00:00:00, 0.0, None
