station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, SNOW_ON_THE_GROUND, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP
2.4, 0.0, 17.0, 3.2, 2010-01-01 00:00:00, -5.7, -0.3
0.0, 0.0, 19.0, 0.0, 2010-01-02 00:00:00, -5.0, 5.9
0.0, 0.0, 17.0, 0.0, 2010-01-03 00:00:00, -4.4, 2.8
8.4, 0.0, 16.0, 10.4, 2010-01-04 00:00:00, -2.9, 0.2
4.4, 0.0, 28.0, 5.6, 2010-01-05 00:00:00, -6.0, -0.7
0.0, 0.0, 29.0, 0.0, 2010-01-06 00:00:00, -20.9, -5.7
0.2, 0.0, 29.0, 0.2, 2010-01-07 00:00:00, -23.1, -14.8
0.0, 0.0, 29.0, 0.0, 2010-01-08 00:00:00, -23.0, -12.2
0.0, 0.0, 28.0, 0.0, 2010-01-09 00:00:00, -17.1, -7.8
0.0, 0.0, 27.0, 0.0, 2010-01-10 00:00:00, -11.0, -1.7
0.2, 0.2, 24.0, 0.0, 2010-01-11 00:00:00, -3.1, 2.6
0.6, 0.6, 22.0, 0.0, 2010-01-12 00:00:00, -1.5, 6.2
1.0, 1.0, 18.0, 0.0, 2010-01-13 00:00:00, -3.3, 5.3
0.0, 0.0, 17.0, 0.0, 2010-01-14 00:00:00, 0.9, 6.0
1.4, 1.4, 14.0, 0.0, 2010-01-15 00:00:00, 2.2, 4.6
0.0, 0.0, 10.0, 0.0, 2010-01-16 00:00:00, -3.1, 5.8
0.4, 0.0, 9.0, 0.4, 2010-01-17 00:00:00, -4.4, -0.3
3.8, 0.4, 11.0, 3.8, 2010-01-18 00:00:00, -3.6, 3.9
0.0, 0.0, 11.0, 0.0, 2010-01-19 00:00:00, -6.9, -0.5
0.0, 0.0, 11.0, 0.0, 2010-01-20 00:00:00, -2.9, 0.7
0.0, 0.0, 11.0, 0.2, 2010-01-21 00:00:00, -4.7, -1.8
0.0, 0.0, 11.0, 0.0, 2010-01-22 00:00:00, -6.6, 0.2
0.0, 0.0, 11.0, 0.0, 2010-01-23 00:00:00, -10.0, -1.4
0.0, 0.0, 11.0, 0.0, 2010-01-24 00:00:00, -7.3, -2.2
1.9, 0.0, 11.0, 2.3, 2010-01-25 00:00:00, -5.1, -0.8
0.0, 0.0, 11.0, 0.0, 2010-01-26 00:00:00, -6.4, 1.0
0.0, 0.0, 11.0, 0.0, 2010-01-27 00:00:00, -7.7, -2.7
0.0, 0.0, 11.0, 0.0, 2010-01-28 00:00:00, -7.8, -2.1
0.0, 0.0, 11.0, 0.0, 2010-01-29 00:00:00, -5.5, 1.7
2.6, 0.0, 11.0, 3.2, 2010-01-30 00:00:00, -8.2, -1.1
2.1, 0.0, 15.0, 3.0, 2010-01-31 00:00:00, -3.6, 0.5
0.0, 0.0, 16.0, 0.0, 2010-02-01 00:00:00, -2.4, 3.0
0.0, 0.0, 14.0, 0.0, 2010-02-02 00:00:00, -1.4, 3.0
0.0, 0.0, 14.0, 0.0, 2010-02-03 00:00:00, -5.5, 4.7
0.0, 0.0, 14.0, 0.0, 2010-02-04 00:00:00, -1.9, 5.1
0.6, 0.0, 12.0, 0.6, 2010-02-05 00:00:00, -5.4, 1.5
0.6, 0.0, 14.0, 0.6, 2010-02-06 00:00:00, -1.9, 1.6
0.0, 0.0, 14.0, 0.0, 2010-02-07 00:00:00, -1.4, 2.1
0.0, 0.0, 14.0, 0.0, 2010-02-08 00:00:00, -1.9, 0.7
0.0, 0.0, 14.0, 0.0, 2010-02-09 00:00:00, -2.9, 1.1
0.0, 0.0, 14.0, 0.0, 2010-02-10 00:00:00, -4.0, 3.1
0.0, 0.0, 13.0, 0.0, 2010-02-11 00:00:00, -3.5, 3.3
0.0, 0.0, 13.0, 0.0, 2010-02-12 00:00:00, -0.8, 6.6
0.0, 0.0, 13.0, 0.0, 2010-02-13 00:00:00, -3.4, 8.1
0.2, 0.2, 13.0, 0.0, 2010-02-14 00:00:00, -1.4, 5.1
1.8, 1.6, 10.0, 0.2, 2010-02-15 00:00:00, -0.5, 4.6
0.4, 0.0, 8.0, 0.4, 2010-02-16 00:00:00, -3.0, 4.6
0.0, 0.0, 8.0, 0.0, 2010-02-17 00:00:00, -3.3, 7.2
0.0, 0.0, 0.0, 0.0, 2010-02-18 00:00:00, -2.5, 6.1
0.0, 0.0, 0.0, 0.0, 2010-02-19 00:00:00, -5.8, 4.5
0.0, 0.0, 0.0, 0.0, 2010-02-20 00:00:00, -7.6, 4.5
0.0, 0.0, 0.0, 0.0, 2010-02-21 00:00:00, -9.4, 3.7
0.0, 0.0, 0.0, 0.0, 2010-02-22 00:00:00, -9.4, 5.5
0.0, 0.0, 0.0, 0.0, 2010-02-23 00:00:00, -9.2, 6.4
0.0, 0.0, 0.0, 0.0, 2010-02-24 00:00:00, -3.2, 5.0
0.0, 0.0, 0.0, 0.0, 2010-02-25 00:00:00, -2.6, 8.2
0.0, 0.0, 0.0, 0.0, 2010-02-26 00:00:00, -3.6, 8.4
