station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, SNOW_ON_THE_GROUND, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP
0.5, None, 92.0, None, 2010-01-27 00:00:00, -1.5, 2.6
0.9, None, 92.0, None, 2010-01-28 00:00:00, 0.1, 4.7
2.2, None, 92.0, None, 2010-01-29 00:00:00, 2.1, 6.3
7.4, None, 90.0, None, 2010-01-30 00:00:00, 0.8, 2.6
5.2, None, 89.0, None, 2010-01-31 00:00:00, 0.1, 2.9
5.0, 0.0, 89.0, None, 2010-02-01 00:00:00, -0.6, 2.5
13.0, 0.0, 91.0, None, 2010-02-02 00:00:00, -0.4, 2.9
0.3, None, 95.0, None, 2010-02-03 00:00:00, 0.0, 3.5
2.9, None, 95.0, None, 2010-02-04 00:00:00, 0.3, 5.2
13.3, None, 93.0, None, 2010-02-05 00:00:00, 0.8, 4.9
0.0, None, 92.0, None, 2010-02-06 00:00:00, 1.8, 6.9
0.0, None, 92.0, None, 2010-02-07 00:00:00, -0.9, 2.8
0.0, None, 91.0, None, 2010-02-08 00:00:00, -1.1, 2.5
None, None, 91.0, None, 2010-02-09 00:00:00, -1.8, 3.4
4.8, 0.0, 91.0, None, 2010-02-10 00:00:00, -1.3, 0.6
39.1, None, 97.0, None, 2010-02-11 00:00:00, -0.4, 4.3
42.3, None, 89.0, None, 2010-02-12 00:00:00, -0.4, 4.1
18.6, None, 90.0, None, 2010-02-13 00:00:00, 0.2, 4.5
30.5, None, 86.0, None, 2010-02-14 00:00:00, -1.3, 4.6
2.9, None, 85.0, None, 2010-02-15 00:00:00, -1.5, 4.2
42.6, None, 85.0, None, 2010-02-16 00:00:00, -1.4, 2.9
0.0, None, 82.0, None, 2010-02-17 00:00:00, -2.3, 5.2
0.0, None, 82.0, None, 2010-02-18 00:00:00, -0.4, 8.4
0.0, None, 82.0, None, 2010-02-19 00:00:00, 1.5, 7.0
0.0, None, 81.0, None, 2010-02-20 00:00:00, -0.1, 7.5
0.0, None, 82.0, None, 2010-02-21 00:00:00, -0.8, 5.5
0.0, None, 81.0, None, 2010-02-22 00:00:00, -0.6, 7.4
7.2, 0.0, 82.0, None, 2010-02-23 00:00:00, -0.3, 4.2
14.2, 0.0, 90.0, None, 2010-02-24 00:00:00, -0.6, 0.7
7.7, None, 100.0, None, 2010-02-25 00:00:00, -0.1, 2.3
32.6, None, 97.0, None, 2010-02-26 00:00:00, 0.2, 4.3
63.9, None, 92.0, None, 2010-02-27 00:00:00, 0.3, 2.9
17.1, None, 89.0, None, 2010-02-28 00:00:00, 1.5, 4.0
0.0, None, 87.0, None, 2010-03-01 00:00:00, 3.4, 8.2
6.0, None, 85.0, None, 2010-03-02 00:00:00, 1.3, 6.0
0.5, None, 83.0, None, 2010-03-03 00:00:00, -0.2, 5.5
0.0, None, 82.0, None, 2010-03-04 00:00:00, -1.8, 3.4
0.0, None, 82.0, None, 2010-03-05 00:00:00, -1.2, 4.9
0.0, None, 81.0, None, 2010-03-06 00:00:00, 0.1, 7.4
9.4, 0.0, 81.0, None, 2010-03-07 00:00:00, -1.8, 2.6
0.6, 0.0, 85.0, None, 2010-03-08 00:00:00, -6.4, -1.7
0.0, None, 84.0, None, 2010-03-09 00:00:00, -6.2, -2.1
5.5, 0.0, 90.0, None, 2010-03-10 00:00:00, -3.5, -0.3
49.6, 0.0, 108.0, None, 2010-03-11 00:00:00, -3.0, -0.2
6.6, None, 130.0, None, 2010-03-12 00:00:00, -1.7, 0.2
32.5, 0.0, 134.0, None, 2010-03-13 00:00:00, -3.6, -0.2
10.2, 0.0, 146.0, None, 2010-03-14 00:00:00, -3.8, 0.4
16.3, None, 158.0, None, 2010-03-15 00:00:00, -0.1, 8.1
8.7, None, 144.0, None, 2010-03-16 00:00:00, 0.5, 6.4
0.0, None, 131.0, None, 2010-03-17 00:00:00, -2.1, 3.2
0.0, None, 128.0, None, 2010-03-18 00:00:00, -3.8, 4.1
0.0, None, 128.0, None, 2010-03-19 00:00:00, -1.4, 8.4
0.0, None, 125.0, None, 2010-03-20 00:00:00, 2.0, 9.7
7.4, None, 123.0, None, 2010-03-21 00:00:00, -0.2, 3.6
0.0, None, 120.0, None, 2010-03-22 00:00:00, -1.0, 3.4
0.0, None, 119.0, None, 2010-03-23 00:00:00, -0.4, 4.7
0.0, None, 116.0, None, 2010-03-24 00:00:00, 0.8, 11.8
10.8, None, 113.0, None, 2010-03-25 00:00:00, 1.0, 5.6
7.1, None, 113.0, None, 2010-03-26 00:00:00, 0.0, 4.6
0.0, None, 111.0, None, 2010-03-27 00:00:00, -0.6, 7.4
36.2, None, 108.0, None, 2010-03-28 00:00:00, 0.2, 6.7
59.1, 0.0, 117.0, None, 2010-03-29 00:00:00, -1.5, 0.7
16.6, 0.0, 139.0, None, 2010-03-30 00:00:00, -1.8, 0.8
2.3, None, 140.0, None, 2010-03-31 00:00:00, -2.1, 3.4
14.4, 0.0, 136.0, None, 2010-04-01 00:00:00, -2.1, 0.2
69.6, None, 163.0, None, 2010-04-02 00:00:00, -2.3, -0.2
21.0, 0.0, 185.0, None, 2010-04-03 00:00:00, -3.1, -0.2
5.7, 0.0, 188.0, None, 2010-04-04 00:00:00, -2.4, 2.9
8.5, 0.0, 187.0, None, 2010-04-05 00:00:00, -0.9, 2.4
9.7, 0.0, 200.0, None, 2010-04-06 00:00:00, -1.1, 3.0
40.0, 0.0, 195.0, None, 2010-04-07 00:00:00, -1.3, 0.1
22.8, 0.0, 217.0, None, 2010-04-08 00:00:00, -4.6, 0.2
0.4, None, 213.0, None, 2010-04-09 00:00:00, -6.9, 0.9
0.0, None, 207.0, None, 2010-04-10 00:00:00, -6.5, 4.8
0.0, None, 203.0, None, 2010-04-11 00:00:00, -1.7, 7.5
0.0, None, 199.0, None, 2010-04-12 00:00:00, 0.5, 10.6
0.0, None, 193.0, None, 2010-04-13 00:00:00, 0.9, 5.2
0.0, None, 187.0, None, 2010-04-14 00:00:00, 1.2, 8.3
1.1, None, 181.0, None, 2010-04-15 00:00:00, 2.5, 13.2
0.0, None, 176.0, None, 2010-04-16 00:00:00, 2.6, 14.2
14.7, None, 171.0, None, 2010-04-17 00:00:00, 3.7, 6.1
2.7, None, 166.0, None, 2010-04-18 00:00:00, 3.6, 11.1
0.0, None, 160.0, None, 2010-04-19 00:00:00, 5.7, 16.2
None, None, 153.0, None, 2010-04-20 00:00:00, 3.5, 8.9
None, None, 150.0, None, 2010-04-21 00:00:00, 2.9, None
0.0, None, 148.0, None, 2010-04-22 00:00:00, -0.7, 7.1
13.4, 0.0, 145.0, None, 2010-04-23 00:00:00, -1.0, 4.4
9.8, 0.0, 150.0, None, 2010-04-24 00:00:00, -0.9, 1.7
0.5, None, 152.0, None, 2010-04-25 00:00:00, -0.3, 5.6
17.3, None, 150.0, None, 2010-04-26 00:00:00, 2.5, 10.8
31.8, None, 141.0, None, 2010-04-27 00:00:00, 0.7, 5.2
4.7, None, 141.0, None, 2010-04-28 00:00:00, -0.2, 5.3
0.0, None, 138.0, None, 2010-04-29 00:00:00, -0.5, 6.0
4.1, None, 136.0, None, 2010-04-30 00:00:00, -0.1, 6.0
1.4, None, 134.0, None, 2010-05-01 00:00:00, -0.2, 6.7
22.2, 0.0, 131.0, None, 2010-05-02 00:00:00, -0.2, 3.7
13.5, None, 142.0, None, 2010-05-03 00:00:00, -2.1, 4.2
None, None, 138.0, None, 2010-05-04 00:00:00, -2.9, 2.6
0.0, None, 137.0, None, 2010-05-05 00:00:00, -3.6, 6.1
0.0, None, 136.0, None, 2010-05-06 00:00:00, -1.4, 7.2
0.0, None, 134.0, None, 2010-05-07 00:00:00, -1.0, 9.3
0.0, None, 131.0, None, 2010-05-08 00:00:00, 0.4, 9.2
0.0, None, 126.0, None, 2010-05-09 00:00:00, 0.8, 10.4
0.0, None, 123.0, None, 2010-05-10 00:00:00, 2.6, 11.4
0.0, None, 118.0, None, 2010-05-11 00:00:00, 2.1, 12.1
0.0, None, None, None, 2010-05-12 00:00:00, 2.7, 10.5
0.0, None, 108.0, None, 2010-05-13 00:00:00, 2.1, 12.4
0.0, None, 103.0, None, 2010-05-14 00:00:00, 3.7, 14.8
0.0, None, None, None, 2010-05-15 00:00:00, 5.0, 14.3
0.0, None, None, None, 2010-05-16 00:00:00, 5.1, 15.5
0.0, None, None, None, 2010-05-17 00:00:00, 5.9, 16.1
14.8, None, None, None, 2010-05-18 00:00:00, 3.3, 8.4
21.9, None, None, None, 2010-05-19 00:00:00, 2.9, 12.8
13.5, None, None, None, 2010-05-20 00:00:00, -0.3, 4.4
1.7, None, None, None, 2010-05-21 00:00:00, 0.1, 6.4
0.3, None, None, None, 2010-05-22 00:00:00, -0.6, 6.2
12.6, None, None, None, 2010-05-23 00:00:00, 0.5, 4.5
0.0, None, None, None, 2010-05-24 00:00:00, 1.4, 8.5
5.3, None, None, None, 2010-05-25 00:00:00, 3.6, 8.3
8.9, None, None, None, 2010-05-26 00:00:00, 3.5, 8.5
1.0, None, None, None, 2010-05-27 00:00:00, 3.2, 11.9
6.8, None, None, None, 2010-05-28 00:00:00, 4.7, 8.3
5.4, None, None, None, 2010-05-29 00:00:00, 3.9, 6.1
0.0, None, None, None, 2010-05-30 00:00:00, 2.1, 7.9
18.2, None, None, None, 2010-05-31 00:00:00, 4.9, 10.2
9.2, None, None, None, 2010-06-01 00:00:00, 4.3, 9.0
71.7, None, None, None, 2010-06-02 00:00:00, 1.9, 8.5
None, None, None, None, 2010-06-03 00:00:00, 0.6, 8.9
None, None, None, None, 2010-06-04 00:00:00, 2.6, 8.4
0.0, None, None, None, 2010-06-05 00:00:00, 3.7, 11.8
1.0, None, None, None, 2010-06-06 00:00:00, 4.9, 10.7
2.1, None, None, None, 2010-06-07 00:00:00, 4.7, 11.3
0.0, None, None, None, 2010-06-08 00:00:00, 3.8, 13.7
None, None, None, None, 2010-06-09 00:00:00, 5.2, 9.7
None, None, None, None, 2010-06-10 00:00:00, 4.4, None
0.0, None, None, None, 2010-06-11 00:00:00, 5.4, 11.6
0.0, None, None, None, 2010-06-12 00:00:00, 5.0, 17.2
0.0, None, None, None, 2010-06-13 00:00:00, 5.8, 13.5
8.4, None, None, None, 2010-06-14 00:00:00, 3.0, 11.3
9.9, None, None, None, 2010-06-15 00:00:00, 2.4, 9.0
0.0, None, None, None, 2010-06-16 00:00:00, 3.2, 11.9
None, None, None, None, 2010-06-17 00:00:00, 5.1, None
