station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-01-01 00:00:00, 0.5, 3.2, -6.8
2010-01-02 00:00:00, 0.0, 3.8, 1.0
2010-01-03 00:00:00, 0.0, 3.5, 0.3
2010-01-04 00:00:00, 8.8, 0.8, -0.2
2010-01-05 00:00:00, 0.0, 1.6, -6.2
2010-01-06 00:00:00, 0.0, -2.9, -13.0
2010-01-07 00:00:00, 0.0, -4.7, -14.0
2010-01-08 00:00:00, 0.0, -1.5, -9.6
2010-01-09 00:00:00, 0.0, 1.6, -2.6
2010-01-10 00:00:00, 0.0, 2.3, -1.5
2010-01-11 00:00:00, 0.8, 5.4, 0.9
2010-01-12 00:00:00, 2.3, None, -0.6
2010-01-13 00:00:00, 6.4, 3.5, 0.9
2010-01-14 00:00:00, 0.0, 5.5, 1.3
2010-01-15 00:00:00, 0.0, 7.9, 0.4
2010-01-16 00:00:00, 0.0, 4.7, -3.7
2010-01-17 00:00:00, 0.0, 3.4, -2.0
2010-01-18 00:00:00, 0.0, 7.6, -2.2
2010-01-19 00:00:00, None, 4.8, -3.4
2010-01-20 00:00:00, 0.0, 3.4, -2.8
2010-01-21 00:00:00, 0.0, 4.1, -2.6
2010-01-22 00:00:00, 0.0, 4.1, -6.0
2010-01-23 00:00:00, 0.0, 0.3, -6.8
2010-01-24 00:00:00, 0.0, 2.2, -3.7
2010-01-25 00:00:00, 0.0, 4.6, -2.6
2010-01-26 00:00:00, 0.0, 4.8, -4.2
2010-01-27 00:00:00, 0.0, 2.8, -6.2
2010-01-28 00:00:00, 0.0, 3.1, -4.1
2010-01-29 00:00:00, 0.0, 4.8, -0.8
2010-01-30 00:00:00, 0.0, 3.3, -0.6
2010-01-31 00:00:00, 0.0, 4.8, -0.4
2010-02-01 00:00:00, 0.0, 4.3, 0.0
2010-02-02 00:00:00, 0.3, 5.0, 0.4
2010-02-03 00:00:00, 0.0, 4.6, -0.3
2010-02-04 00:00:00, 0.0, 4.3, -1.9
2010-02-05 00:00:00, 0.8, 3.5, -0.9
2010-02-06 00:00:00, 0.0, 5.7, 0.9
2010-02-07 00:00:00, 0.0, 3.4, 0.7
2010-02-08 00:00:00, 0.0, 4.6, 0.2
2010-02-09 00:00:00, 0.0, 5.7, 0.6
2010-02-10 00:00:00, 0.0, 6.6, -2.9
2010-02-11 00:00:00, 0.3, 5.7, -1.0
2010-02-12 00:00:00, 0.3, 7.0, 1.2
2010-02-13 00:00:00, 0.0, 9.8, -1.7
2010-02-14 00:00:00, 0.0, 8.9, 2.6
2010-02-15 00:00:00, 0.0, 8.5, -1.6
2010-02-16 00:00:00, 0.8, 8.4, 0.7
2010-02-17 00:00:00, 0.0, 10.1, 0.7
2010-02-18 00:00:00, 0.0, 6.8, -4.1
2010-02-19 00:00:00, 0.0, 5.1, -6.4
2010-02-20 00:00:00, 0.0, 3.2, -6.1
2010-02-21 00:00:00, 0.0, 2.7, -6.2
2010-02-22 00:00:00, 0.0, 2.5, -7.8
