station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-01-02 00:00:00, 0.0, 1.8, 0.0
2010-01-03 00:00:00, 0.0, 4.1, -0.4
2010-01-04 00:00:00, 0.0, 2.5, -0.6
2010-01-05 00:00:00, 0.0, 3.3, -4.7
2010-01-06 00:00:00, 0.0, -1.7, -7.0
2010-01-07 00:00:00, 0.0, -0.1, -7.5
2010-01-08 00:00:00, 0.0, 2.5, -0.5
2010-01-09 00:00:00, 0.0, 4.9, 1.3
2010-01-10 00:00:00, 0.0, 4.4, 2.1
2010-01-11 00:00:00, 0.0, 4.1, 1.3
2010-01-13 00:00:00, 0.0, 3.5, 0.5
2010-01-14 00:00:00, 0.0, 2.5, -0.3
2010-01-15 00:00:00, 0.0, 2.4, -0.9
2010-01-16 00:00:00, 0.0, 3.1, -5.2
2010-01-17 00:00:00, 0.0, 3.1, -3.0
2010-01-18 00:00:00, 0.0, 4.1, -0.9
2010-01-19 00:00:00, 0.0, 4.7, -1.0
2010-01-20 00:00:00, 0.0, 3.9, -0.4
2010-01-21 00:00:00, 0.0, 4.0, -0.2
2010-01-22 00:00:00, 0.0, 9.0, -1.7
2010-01-23 00:00:00, 0.0, 4.8, -4.0
2010-01-24 00:00:00, 0.0, -0.1, -4.2
2010-01-25 00:00:00, None, 0.9, -2.5
2010-01-26 00:00:00, 0.0, 7.2, -0.9
2010-01-27 00:00:00, 0.0, 5.6, -2.8
2010-01-28 00:00:00, 0.0, 2.6, -1.0
2010-01-29 00:00:00, 0.0, 6.3, -0.3
2010-01-30 00:00:00, 0.0, 3.7, 1.0
2010-01-31 00:00:00, 0.0, 3.4, 0.5
2010-02-01 00:00:00, 0.0, 3.9, -0.1
2010-02-02 00:00:00, 0.0, 3.6, -0.9
2010-02-03 00:00:00, 0.0, 5.9, -1.3
2010-02-04 00:00:00, 0.0, 7.9, -0.4
2010-02-05 00:00:00, 0.0, 5.9, -0.8
2010-02-06 00:00:00, 0.0, 9.2, -2.6
2010-02-07 00:00:00, 0.0, 4.2, -0.1
2010-02-08 00:00:00, 0.0, 5.2, -1.3
2010-02-09 00:00:00, 0.0, 7.9, -4.3
2010-02-10 00:00:00, 0.0, 1.5, -1.1
2010-02-11 00:00:00, 0.0, 1.8, -0.3
2010-02-12 00:00:00, 0.0, 4.6, 0.0
2010-02-13 00:00:00, 0.0, 4.6, -0.1
2010-02-14 00:00:00, 0.0, 7.5, -1.3
2010-02-15 00:00:00, 0.0, 3.5, -3.6
2010-02-16 00:00:00, 0.0, 5.3, -0.1
2010-02-17 00:00:00, 0.0, 8.7, -2.5
2010-02-18 00:00:00, 0.0, 13.0, -3.6
2010-02-19 00:00:00, 0.0, 14.7, -1.8
2010-02-20 00:00:00, 0.0, 14.7, -1.5
2010-02-21 00:00:00, 0.0, 11.2, -2.6
2010-02-22 00:00:00, 0.0, 11.4, -2.7
2010-02-23 00:00:00, 0.0, 4.4, -1.6
2010-02-24 00:00:00, 0.0, 3.0, -0.5
2010-02-25 00:00:00, 0.0, 5.1, -0.6
2010-02-26 00:00:00, 0.0, 1.7, -0.6
2010-02-27 00:00:00, 0.0, 5.8, 0.0
2010-02-28 00:00:00, 0.0, 6.6, -0.3
2010-03-01 00:00:00, 0.0, 10.6, -0.2
2010-03-02 00:00:00, 0.0, 5.5, 0.9
2010-03-03 00:00:00, 0.0, 10.3, -0.7
2010-03-04 00:00:00, 0.0, 8.6, -1.1
2010-03-05 00:00:00, 0.0, 10.8, -1.6
2010-03-06 00:00:00, 0.0, 13.7, -2.4
2010-03-07 00:00:00, 0.0, 4.1, -1.3
2010-03-08 00:00:00, 0.0, 6.0, -7.4
2010-03-09 00:00:00, 0.0, -0.2, -9.1
2010-03-10 00:00:00, 0.0, 3.4, -4.0
2010-03-11 00:00:00, 0.0, 2.8, -2.5
2010-03-12 00:00:00, 0.0, 2.2, -3.3
