station_observations
time, MAX_TEMP, MIN_TEMP
2010-02-13 00:00:00, 4.7, 0.7
2010-02-14 00:00:00, 5.0, 0.0
2010-02-15 00:00:00, 4.9, -0.8
2010-02-16 00:00:00, 3.1, -0.8
2010-02-17 00:00:00, 7.9, -1.3
2010-02-18 00:00:00, 11.0, 1.9
2010-02-19 00:00:00, 10.4, 3.1
2010-02-20 00:00:00, 9.9, 1.8
2010-02-21 00:00:00, 8.0, 0.3
2010-02-22 00:00:00, 9.1, 0.7
2010-02-23 00:00:00, 4.4, -0.4
2010-02-24 00:00:00, 1.1, -0.9
2010-02-25 00:00:00, 2.2, 0.1
2010-02-26 00:00:00, 4.9, 0.2
2010-02-27 00:00:00, 3.3, 0.8
2010-02-28 00:00:00, 4.6, 1.3
2010-03-01 00:00:00, 8.6, 4.4
2010-03-02 00:00:00, 6.8, 2.9
