station_observations
ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.0, 2010-04-26 00:00:00, 8.0, 14.8, None
None, 2010-04-27 00:00:00, 6.8, None, None
0.0, 2010-04-29 00:00:00, 4.5, 12.1, None
0.8, 2010-04-30 00:00:00, 5.3, 12.9, None
0.4, 2010-05-01 00:00:00, 5.5, 12.0, None
None, 2010-05-02 00:00:00, 5.5, 9.7, None
1.6, 2010-05-03 00:00:00, 3.7, 12.0, None
0.0, 2010-05-04 00:00:00, 1.6, 9.8, None
None, 2010-05-05 00:00:00, 2.7, 10.4, None
0.0, 2010-05-06 00:00:00, 3.7, 11.7, None
0.0, 2010-05-07 00:00:00, 5.2, 13.8, None
0.0, 2010-05-08 00:00:00, 5.8, 16.6, None
0.0, 2010-05-09 00:00:00, 5.6, 15.3, None
0.0, 2010-05-10 00:00:00, 8.1, 12.2, None
0.0, 2010-05-11 00:00:00, 7.2, 14.6, None
0.0, 2010-05-12 00:00:00, 6.3, 12.8, None
0.0, 2010-05-13 00:00:00, 6.8, 17.0, None
0.0, 2010-05-14 00:00:00, 8.1, 18.8, None
0.0, 2010-05-15 00:00:00, 7.9, 16.7, None
0.0, 2010-05-16 00:00:00, 9.4, 19.2, None
0.0, 2010-05-17 00:00:00, 11.2, 18.3, None
6.1, 2010-05-18 00:00:00, 8.8, 15.6, None
0.8, 2010-05-19 00:00:00, 8.8, 16.9, None
0.4, 2010-05-20 00:00:00, 6.0, 11.9, None
0.0, 2010-05-21 00:00:00, 5.1, 11.9, None
0.0, 2010-05-22 00:00:00, 4.6, 12.4, None
0.0, 2010-05-23 00:00:00, 5.0, 12.4, None
0.0, 2010-05-24 00:00:00, 6.2, 15.0, None
0.0, 2010-05-25 00:00:00, 9.2, 14.6, None
6.6, 2010-05-26 00:00:00, 9.7, 12.4, None
0.0, 2010-05-27 00:00:00, 9.3, 14.9, None
17.5, 2010-05-28 00:00:00, 9.0, 11.9, None
3.6, 2010-05-29 00:00:00, 8.3, 11.8, None
None, 2010-05-30 00:00:00, 6.6, 12.3, None
6.8, 2010-05-31 00:00:00, 9.8, 15.7, None
None, 2010-06-01 00:00:00, 8.6, 15.1, None
4.1, 2010-06-02 00:00:00, 7.9, 14.9, None
0.0, 2010-06-03 00:00:00, 7.3, 14.3, None
2.2, 2010-06-04 00:00:00, 8.4, 15.2, None
0.0, 2010-06-05 00:00:00, 7.4, 17.1, None
5.9, 2010-06-06 00:00:00, 10.8, 13.8, None
0.0, 2010-06-07 00:00:00, 9.7, 16.8, None
0.0, 2010-06-08 00:00:00, 9.1, 18.3, None
None, 2010-06-09 00:00:00, 9.7, 15.4, None
None, 2010-06-10 00:00:00, 8.7, None, None
0.0, 2010-06-11 00:00:00, 10.1, 15.8, None
0.0, 2010-06-12 00:00:00, 9.0, 20.2, None
0.0, 2010-06-13 00:00:00, 10.7, 17.4, None
0.0, 2010-06-14 00:00:00, 6.7, 16.2, None
6.8, 2010-06-15 00:00:00, 7.5, 13.0, None
0.0, 2010-06-16 00:00:00, 7.1, 15.3, None
0.0, 2010-06-17 00:00:00, 9.1, 14.2, None
0.0, 2010-06-18 00:00:00, 8.4, 17.3, None
0.0, 2010-06-19 00:00:00, 10.7, 17.4, None
0.0, 2010-06-20 00:00:00, 9.7, 15.1, None
0.0, 2010-06-21 00:00:00, 8.6, 15.8, None
0.0, 2010-06-22 00:00:00, 8.4, 19.3, None
0.0, 2010-06-23 00:00:00, 13.6, 22.0, None
0.0, 2010-06-24 00:00:00, 12.4, 20.5, None
0.0, 2010-06-25 00:00:00, 9.6, 17.0, None
0.0, 2010-06-26 00:00:00, 8.3, 15.7, None
0.0, 2010-06-27 00:00:00, 10.1, 14.9, None
0.0, 2010-06-28 00:00:00, 10.6, 16.5, None
0.0, 2010-06-29 00:00:00, 7.4, 16.0, None
0.0, 2010-06-30 00:00:00, 7.7, 15.2, None
0.0, 2010-07-01 00:00:00, 8.8, 13.9, None
0.0, 2010-07-02 00:00:00, 8.6, 16.9, None
None, 2010-07-03 00:00:00, 9.2, 16.4, None
0.0, 2010-07-04 00:00:00, 9.4, 16.9, None
0.0, 2010-07-05 00:00:00, 10.9, 17.9, None
0.0, 2010-07-06 00:00:00, 11.4, 22.2, None
0.0, 2010-07-07 00:00:00, 15.8, 28.3, None
0.0, 2010-07-08 00:00:00, 18.7, 31.2, None
0.0, 2010-07-09 00:00:00, 19.8, 27.0, None
0.0, 2010-07-10 00:00:00, 15.8, 23.5, None
0.0, 2010-07-11 00:00:00, 11.4, 19.8, None
0.0, 2010-07-12 00:00:00, 10.7, 17.9, None
0.0, 2010-07-13 00:00:00, 9.5, 18.0, None
0.0, 2010-07-14 00:00:00, 11.2, 21.7, None
0.0, 2010-07-15 00:00:00, 13.0, 21.4, None
0.0, 2010-07-16 00:00:00, 11.2, 17.8, None
0.0, 2010-07-17 00:00:00, 10.7, 18.7, None
0.0, 2010-07-18 00:00:00, 11.8, 17.8, None
0.0, 2010-07-19 00:00:00, 9.6, 17.5, None
0.0, 2010-07-20 00:00:00, 11.2, 21.0, None
0.0, 2010-07-21 00:00:00, 14.7, 22.8, None
0.0, 2010-07-22 00:00:00, 11.9, 17.2, None
0.0, 2010-07-23 00:00:00, 9.4, 23.5, None
0.0, 2010-07-24 00:00:00, 15.4, 24.3, None
0.0, 2010-07-25 00:00:00, 15.0, 24.1, None
0.0, 2010-07-26 00:00:00, 15.2, 24.8, None
0.0, 2010-07-27 00:00:00, 11.5, 20.8, None
0.0, 2010-07-28 00:00:00, 10.4, 21.6, None
0.0, 2010-07-29 00:00:00, 9.6, 20.6, None
0.0, 2010-07-30 00:00:00, 12.6, 22.5, None
0.0, 2010-07-31 00:00:00, 12.3, 18.5, None
0.0, 2010-08-01 00:00:00, 10.4, 15.7, None
0.0, 2010-08-02 00:00:00, 11.8, 21.4, None
0.0, 2010-08-03 00:00:00, 13.1, 23.5, None
0.0, 2010-08-04 00:00:00, 16.0, 27.6, None
0.0, 2010-08-05 00:00:00, 16.1, 25.9, None
0.0, 2010-08-06 00:00:00, 11.7, 16.1, None
13.3, 2010-08-07 00:00:00, 11.7, 14.8, None
0.6, 2010-08-08 00:00:00, 12.4, 18.3, None
0.6, 2010-08-09 00:00:00, 11.3, 16.0, None
0.0, 2010-08-10 00:00:00, 10.9, 19.7, None
0.0, 2010-08-11 00:00:00, 12.3, 21.2, None
0.0, 2010-08-12 00:00:00, 14.3, 22.2, None
0.0, 2010-08-13 00:00:00, 15.7, 26.5, None
0.0, 2010-08-14 00:00:00, 19.8, 29.9, None
0.0, 2010-08-15 00:00:00, 18.9, 31.5, None
0.0, 2010-08-16 00:00:00, 20.3, 29.5, None
0.0, 2010-08-17 00:00:00, 16.4, 26.8, None
0.0, 2010-08-18 00:00:00, 10.7, 18.9, None
0.0, 2010-08-19 00:00:00, 10.2, 17.6, None
0.0, 2010-08-20 00:00:00, 8.7, 16.7, None
0.0, 2010-08-21 00:00:00, 10.8, 18.2, None
0.0, 2010-08-22 00:00:00, 10.7, 19.2, None
0.0, 2010-08-23 00:00:00, 9.4, 20.1, None
0.0, 2010-08-24 00:00:00, 14.4, 24.9, None
0.0, 2010-08-25 00:00:00, 16.6, 24.9, None
0.0, 2010-08-26 00:00:00, 11.9, 19.0, None
0.0, 2010-08-27 00:00:00, 9.7, 18.0, None
0.0, 2010-08-28 00:00:00, 11.3, 18.7, None
0.0, 2010-08-29 00:00:00, 9.4, 15.9, None
0.0, 2010-08-30 00:00:00, 9.3, 18.7, None
16.9, 2010-08-31 00:00:00, 10.0, 13.9, None
0.0, 2010-09-01 00:00:00, 10.4, 18.1, None
0.0, 2010-09-02 00:00:00, 9.6, 19.7, None
0.0, 2010-09-03 00:00:00, 13.6, 22.9, None
0.0, 2010-09-04 00:00:00, 9.8, 17.3, None
0.0, 2010-09-05 00:00:00, 11.0, 16.4, None
15.1, 2010-09-06 00:00:00, 9.6, 11.8, None
2.0, 2010-09-07 00:00:00, 11.0, 15.7, None
0.0, 2010-09-08 00:00:00, 11.3, 18.6, None
0.0, 2010-09-09 00:00:00, 9.0, 16.0, None
0.0, 2010-09-10 00:00:00, 8.9, 15.0, None
None, 2010-09-11 00:00:00, 8.0, 15.6, None
None, 2010-09-12 00:00:00, 10.2, 13.0, None
8.4, 2010-09-13 00:00:00, 12.1, 16.3, None
0.0, 2010-09-14 00:00:00, 11.2, 18.5, None
0.0, 2010-09-15 00:00:00, 12.0, 18.1, None
None, 2010-09-16 00:00:00, 13.3, 17.9, None
None, 2010-09-17 00:00:00, 13.8, 17.9, None
None, 2010-09-18 00:00:00, 12.6, 17.5, None
11.5, 2010-09-19 00:00:00, 11.5, 15.7, None
0.6, 2010-09-20 00:00:00, 10.4, 17.7, None
2.8, 2010-09-21 00:00:00, 9.5, 15.5, None
0.0, 2010-09-22 00:00:00, 7.4, 16.0, None
None, 2010-09-23 00:00:00, 9.5, 11.7, None
0.6, 2010-09-24 00:00:00, 10.7, 14.7, None
None, 2010-09-25 00:00:00, 12.6, 20.6, None
19.8, 2010-09-26 00:00:00, 13.3, 17.2, None
2.2, 2010-09-27 00:00:00, 13.4, 18.2, None
0.3, 2010-09-28 00:00:00, 11.3, 19.0, None
0.0, 2010-09-29 00:00:00, 11.2, 15.3, None
0.0, 2010-09-30 00:00:00, 10.7, 16.7, None
0.0, 2010-10-01 00:00:00, 12.1, 18.3, None
0.0, 2010-10-02 00:00:00, 12.1, 17.5, None
0.0, 2010-10-03 00:00:00, 9.6, 13.2, None
0.0, 2010-10-04 00:00:00, 7.1, 12.3, None
0.0, 2010-10-05 00:00:00, 7.5, 15.1, None
0.0, 2010-10-06 00:00:00, 9.5, 16.0, None
0.0, 2010-10-07 00:00:00, 10.0, 13.7, None
None, 2010-10-08 00:00:00, 11.7, 15.2, None
15.7, 2010-10-09 00:00:00, 12.1, 14.5, None
7.1, 2010-10-10 00:00:00, 8.1, 15.6, None
None, 2010-10-11 00:00:00, 5.2, 12.4, None
None, 2010-10-12 00:00:00, 8.1, 13.4, None
None, 2010-10-13 00:00:00, 8.6, 15.6, None
None, 2010-10-14 00:00:00, 8.5, 12.0, None
None, 2010-10-15 00:00:00, 4.9, 11.6, None
None, 2010-10-16 00:00:00, 5.1, 10.6, None
None, 2010-10-17 00:00:00, 4.5, 11.9, None
None, 2010-10-18 00:00:00, 5.7, 10.4, None
None, 2010-10-19 00:00:00, 7.1, 15.6, None
None, 2010-10-20 00:00:00, 8.6, 15.6, None
None, 2010-10-21 00:00:00, 8.0, 13.0, None
None, 2010-10-22 00:00:00, 9.6, 13.2, None
None, 2010-10-23 00:00:00, 8.2, 12.8, None
None, 2010-10-24 00:00:00, 7.8, 10.5, None
None, 2010-10-25 00:00:00, 7.4, 9.8, None
None, 2010-10-26 00:00:00, 6.7, 8.1, None
None, 2010-10-27 00:00:00, 7.0, 10.7, None
None, 2010-10-28 00:00:00, 7.4, 9.8, None
None, 2010-10-29 00:00:00, 6.7, 11.4, None
None, 2010-10-30 00:00:00, 5.5, 12.1, None
None, 2010-10-31 00:00:00, 5.9, 10.6, None
None, 2010-11-01 00:00:00, 7.5, 11.4, None
None, 2010-11-02 00:00:00, 7.6, 13.5, None
None, 2010-11-03 00:00:00, 7.7, 14.8, None
None, 2010-11-04 00:00:00, 8.1, 13.9, None
None, 2010-11-05 00:00:00, 7.0, 11.4, None
None, 2010-11-06 00:00:00, 6.3, 10.7, None
None, 2010-11-07 00:00:00, 4.7, 10.4, None
None, 2010-11-08 00:00:00, 3.2, 8.9, None
None, 2010-11-09 00:00:00, 4.8, 6.7, None
None, 2010-11-10 00:00:00, 3.2, 8.5, None
None, 2010-11-11 00:00:00, 3.5, 7.5, None
None, 2010-11-12 00:00:00, 3.3, 9.1, None
None, 2010-11-13 00:00:00, 5.2, 7.2, None
None, 2010-11-14 00:00:00, 5.8, 8.0, None
None, 2010-11-15 00:00:00, 6.0, 10.6, None
None, 2010-11-16 00:00:00, 5.9, 11.2, None
None, 2010-11-17 00:00:00, 1.7, 7.3, None
None, 2010-11-18 00:00:00, 0.5, 5.2, None
None, 2010-11-19 00:00:00, -2.2, 3.4, None
None, 2010-11-20 00:00:00, -2.8, 1.6, None
None, 2010-11-21 00:00:00, -3.7, -0.9, None
None, 2010-11-22 00:00:00, -5.9, -3.4, None
None, 2010-11-23 00:00:00, -9.1, -5.1, None
None, 2010-11-24 00:00:00, -8.5, -2.9, None
None, 2010-11-25 00:00:00, -3.7, 3.9, None
None, 2010-11-26 00:00:00, 1.9, 5.1, None
None, 2010-11-27 00:00:00, 0.8, 5.5, None
None, 2010-11-28 00:00:00, 0.9, 3.9, None
None, 2010-11-29 00:00:00, 1.4, 5.1, None
None, 2010-11-30 00:00:00, 3.8, 6.6, None
None, 2010-12-01 00:00:00, 2.5, 6.5, None
None, 2010-12-02 00:00:00, 3.2, 4.6, None
None, 2010-12-03 00:00:00, 2.2, 4.2, None
None, 2010-12-04 00:00:00, 0.8, 3.6, None
None, 2010-12-05 00:00:00, 0.9, 3.9, None
None, 2010-12-06 00:00:00, 2.2, 7.4, None
None, 2010-12-07 00:00:00, 5.6, 10.0, None
None, 2010-12-08 00:00:00, 5.0, 9.4, None
None, 2010-12-09 00:00:00, 3.9, 7.6, None
None, 2010-12-10 00:00:00, 3.9, 7.1, None
None, 2010-12-11 00:00:00, 3.8, 5.7, None
None, 2010-12-12 00:00:00, 4.5, 10.0, None
None, 2010-12-13 00:00:00, 4.9, 9.0, None
None, 2010-12-14 00:00:00, 1.4, 9.0, None
None, 2010-12-15 00:00:00, 3.2, 5.0, None
None, 2010-12-16 00:00:00, 2.7, 4.6, None
None, 2010-12-17 00:00:00, 1.9, 5.1, None
None, 2010-12-18 00:00:00, 1.7, 5.2, None
None, 2010-12-19 00:00:00, 1.4, 3.9, None
None, 2010-12-20 00:00:00, 0.0, 6.9, None
None, 2010-12-21 00:00:00, 5.0, 9.3, None
None, 2010-12-22 00:00:00, 4.8, 9.7, None
None, 2010-12-23 00:00:00, 5.1, 8.2, None
None, 2010-12-24 00:00:00, 7.6, 9.7, None
None, 2010-12-25 00:00:00, 6.8, 9.8, None
None, 2010-12-26 00:00:00, 3.2, 6.9, None
None, 2010-12-27 00:00:00, 2.6, 4.7, None
None, 2010-12-28 00:00:00, 0.5, 4.9, None
None, 2010-12-29 00:00:00, -1.4, 1.3, None
0.0, 2010-12-30 00:00:00, -3.4, -0.4, None
0.0, 2010-12-31 00:00:00, -5.0, -1.0, None
None, 2011-01-01 00:00:00, -4.3, 0.8, None
0.0, 2011-01-02 00:00:00, -2.5, 1.4, None
0.0, 2011-01-03 00:00:00, -1.2, 2.8, None
0.0, 2011-01-04 00:00:00, -0.5, 2.6, None
None, 2011-01-05 00:00:00, 1.4, 5.6, None
None, 2011-01-06 00:00:00, 4.9, 6.9, None
None, 2011-01-07 00:00:00, 1.5, 7.5, None
None, 2011-01-08 00:00:00, -1.4, 4.1, None
None, 2011-01-09 00:00:00, -1.8, 1.3, None
None, 2011-01-10 00:00:00, -2.2, -0.8, None
None, 2011-01-11 00:00:00, -2.1, 1.1, None
None, 2011-01-12 00:00:00, -1.6, 6.7, None
None, 2011-01-13 00:00:00, 3.4, 8.4, None
None, 2011-01-14 00:00:00, 6.8, 10.7, None
None, 2011-01-15 00:00:00, 6.8, 9.0, None
None, 2011-01-16 00:00:00, 6.7, 11.1, None
None, 2011-01-17 00:00:00, 3.3, 10.0, None
None, 2011-01-18 00:00:00, 0.7, 4.0, None
None, 2011-01-19 00:00:00, -0.5, 4.0, None
None, 2011-01-20 00:00:00, 0.7, None, None
None, 2011-01-28 00:00:00, 2.0, 7.1, None
None, 2011-01-29 00:00:00, 1.9, 7.1, None
None, 2011-01-30 00:00:00, -0.5, 2.9, None
None, 2011-01-31 00:00:00, -1.7, 1.9, None
None, 2011-02-01 00:00:00, -1.9, 3.7, None
None, 2011-02-02 00:00:00, -1.2, 4.0, None
None, 2011-02-03 00:00:00, 3.3, 6.3, None
None, 2011-02-04 00:00:00, 5.1, 9.4, None
None, 2011-02-05 00:00:00, 3.4, 6.2, None
None, 2011-02-06 00:00:00, 3.4, 6.3, None
None, 2011-02-07 00:00:00, 3.3, 7.1, None
None, 2011-02-08 00:00:00, -0.9, 4.5, None
None, 2011-02-09 00:00:00, -2.2, 4.2, None
None, 2011-02-10 00:00:00, -1.5, 4.6, None
None, 2011-02-11 00:00:00, 1.2, 6.0, None
None, 2011-02-12 00:00:00, 3.8, 7.5, None
None, 2011-02-13 00:00:00, 3.6, 6.0, None
None, 2011-02-14 00:00:00, 3.6, 7.5, None
None, 2011-02-15 00:00:00, 2.2, 5.7, None
None, 2011-02-16 00:00:00, 1.7, 5.8, None
None, 2011-02-17 00:00:00, -0.7, 3.8, None
None, 2011-02-18 00:00:00, 1.2, 6.9, None
None, 2011-02-19 00:00:00, -1.0, 3.3, None
None, 2011-02-20 00:00:00, -1.8, 3.9, None
None, 2011-02-21 00:00:00, -1.6, 3.7, None
None, 2011-02-22 00:00:00, -1.2, 4.6, None
None, 2011-02-23 00:00:00, -3.0, -0.4, None
None, 2011-02-24 00:00:00, -5.5, -2.0, None
None, 2011-02-25 00:00:00, -7.7, -2.4, None
None, 2011-02-26 00:00:00, -5.8, -1.0, None
None, 2011-02-27 00:00:00, -1.0, 3.4, None
None, 2011-02-28 00:00:00, 0.0, 4.9, None
None, 2011-03-01 00:00:00, -0.5, 3.4, None
None, 2011-03-02 00:00:00, 1.5, 8.9, None
None, 2011-03-03 00:00:00, -0.8, 6.2, None
None, 2011-03-04 00:00:00, -0.5, 5.2, None
None, 2011-03-05 00:00:00, 1.4, 7.6, None
None, 2011-03-06 00:00:00, 1.0, 6.2, None
None, 2011-03-07 00:00:00, 0.6, 6.3, None
None, 2011-03-08 00:00:00, 1.3, 6.6, None
None, 2011-03-09 00:00:00, 2.6, 10.3, None
None, 2011-03-10 00:00:00, 4.4, 9.3, None
None, 2011-03-11 00:00:00, 3.2, 7.4, None
None, 2011-03-12 00:00:00, 4.7, 7.1, None
None, 2011-03-13 00:00:00, 4.3, 11.0, None
None, 2011-03-14 00:00:00, 4.0, 8.6, None
None, 2011-03-15 00:00:00, 4.7, 8.7, None
None, 2011-03-16 00:00:00, 2.0, 7.6, None
None, 2011-03-17 00:00:00, 2.0, 8.8, None
None, 2011-03-18 00:00:00, 3.4, 8.1, None
None, 2011-03-19 00:00:00, 2.6, 8.7, None
None, 2011-03-20 00:00:00, 2.7, 6.9, None
None, 2011-03-21 00:00:00, 3.3, 7.2, None
None, 2011-03-22 00:00:00, 1.9, 8.2, None
None, 2011-03-23 00:00:00, 2.0, 11.1, None
None, 2011-03-24 00:00:00, 5.1, 12.0, None
None, 2011-03-25 00:00:00, 3.4, 8.3, None
None, 2011-03-26 00:00:00, 3.6, 10.7, None
None, 2011-03-27 00:00:00, 4.4, 9.7, None
None, 2011-03-28 00:00:00, 3.2, 10.0, None
None, 2011-03-29 00:00:00, 5.2, 8.1, None
None, 2011-03-30 00:00:00, 6.3, 9.6, None
None, 2011-03-31 00:00:00, 6.4, 13.3, None
None, 2011-04-01 00:00:00, 3.8, 6.8, None
None, 2011-04-02 00:00:00, 2.5, 9.4, None
None, 2011-04-03 00:00:00, 1.5, 7.2, None
None, 2011-04-04 00:00:00, 3.7, 5.2, None
None, 2011-04-05 00:00:00, 2.5, 6.6, None
None, 2011-04-06 00:00:00, 1.5, 7.9, None
None, 2011-04-07 00:00:00, 2.0, 8.2, None
None, 2011-04-08 00:00:00, 4.3, 10.7, None
None, 2011-04-09 00:00:00, 4.4, 9.7, None
None, 2011-04-10 00:00:00, 5.4, 9.3, None
None, 2011-04-11 00:00:00, 2.8, 9.4, None
None, 2011-04-12 00:00:00, 1.9, 8.7, None
None, 2011-04-13 00:00:00, 3.4, 8.6, None
None, 2011-04-14 00:00:00, 0.9, 5.7, None
None, 2011-04-15 00:00:00, -0.2, 6.9, None
None, 2011-04-16 00:00:00, 1.7, 10.1, None
None, 2011-04-17 00:00:00, 1.0, 8.5, None
None, 2011-04-18 00:00:00, 1.9, 8.9, None
None, 2011-04-19 00:00:00, 1.9, 8.8, None
None, 2011-04-20 00:00:00, 0.9, 8.0, None
None, 2011-04-21 00:00:00, 1.0, 9.2, None
None, 2011-04-22 00:00:00, 2.9, 10.8, None
None, 2011-04-23 00:00:00, 3.9, 13.8, None
None, 2011-04-24 00:00:00, 5.7, 8.9, None
None, 2011-04-25 00:00:00, 4.5, 7.7, None
None, 2011-04-26 00:00:00, 4.3, 11.2, None
None, 2011-04-27 00:00:00, 2.6, 7.8, None
None, 2011-04-28 00:00:00, 2.7, 9.1, None
None, 2011-04-29 00:00:00, 2.7, 10.7, None
None, 2011-04-30 00:00:00, 4.2, 11.4, None
None, 2011-05-01 00:00:00, 3.2, 13.4, None
None, 2011-05-02 00:00:00, 5.4, 9.2, None
None, 2011-05-03 00:00:00, 5.1, 11.8, None
None, 2011-05-04 00:00:00, 3.2, 13.7, None
None, 2011-05-05 00:00:00, 6.2, 11.5, None
None, 2011-05-06 00:00:00, 6.1, 8.9, None
