station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.0, None, 2010-03-03 00:00:00, -2.8, 0.3, 595.0
0.0, None, 2010-03-04 00:00:00, -4.2, -1.1, 594.0
0.0, None, 2010-03-05 00:00:00, -3.2, 0.9, 594.0
0.0, None, 2010-03-06 00:00:00, -2.0, 4.3, 590.0
9.5, None, 2010-03-07 00:00:00, -8.3, 0.1, 589.0
28.8, None, 2010-03-08 00:00:00, -9.8, -4.6, None
46.0, None, 2010-03-09 00:00:00, -8.2, -5.5, 586.0
204.6, None, 2010-03-10 00:00:00, -8.0, -3.2, None
None, None, 2010-03-11 00:00:00, -8.0, -0.1, None
0.0, None, 2010-03-20 00:00:00, -1.1, 3.3, None
3.6, None, 2010-03-21 00:00:00, -3.2, 0.2, None
0.0, None, 2010-03-22 00:00:00, -4.7, 1.0, None
2.2, None, 2010-03-23 00:00:00, -3.3, -0.2, None
0.0, None, 2010-03-24 00:00:00, -2.1, 3.3, None
5.8, None, 2010-03-25 00:00:00, -2.4, 2.0, None
0.0, None, 2010-03-26 00:00:00, -3.7, 1.7, None
3.6, None, 2010-03-27 00:00:00, -3.6, -0.5, None
None, None, 2010-03-28 00:00:00, -4.4, -0.5, None
None, None, 2010-03-29 00:00:00, -5.7, -0.1, None
None, None, 2010-03-30 00:00:00, -7.0, 0.0, None
0.5, None, 2010-03-31 00:00:00, -7.3, 0.2, None
None, None, 2010-04-02 00:00:00, -5.3, -2.1, None
2.0, None, 2010-04-03 00:00:00, -7.3, -1.3, None
None, None, 2010-04-04 00:00:00, -6.2, -2.8, None
33.0, None, 2010-04-05 00:00:00, -5.0, 0.1, None
1.2, None, 2010-04-06 00:00:00, -7.2, 0.1, None
64.8, None, 2010-04-07 00:00:00, -6.0, -0.5, None
56.2, None, 2010-04-08 00:00:00, -9.0, -2.0, None
0.8, None, 2010-04-09 00:00:00, -10.1, -0.9, None
0.0, None, 2010-04-10 00:00:00, -8.4, -2.8, None
0.0, None, 2010-04-11 00:00:00, -3.5, 1.3, None
0.0, None, 2010-04-12 00:00:00, -0.5, 5.3, None
0.0, None, 2010-04-13 00:00:00, -1.4, 3.5, None
0.0, None, 2010-04-14 00:00:00, -0.4, 5.9, None
0.0, None, 2010-04-15 00:00:00, 0.7, 7.1, None
0.0, None, 2010-04-16 00:00:00, 0.0, 6.9, None
3.5, None, 2010-04-17 00:00:00, -0.6, 3.4, None
0.0, None, 2010-04-18 00:00:00, 0.4, 3.8, None
1.6, None, 2010-04-19 00:00:00, 0.6, 7.6, None
3.7, None, 2010-04-20 00:00:00, 0.4, 4.3, None
7.7, None, 2010-04-21 00:00:00, -2.2, 4.8, None
0.0, None, 2010-04-22 00:00:00, -2.7, 2.4, None
0.0, None, 2010-04-23 00:00:00, -4.5, -1.4, None
2.2, None, 2010-04-24 00:00:00, -5.1, 0.9, None
0.4, None, 2010-04-25 00:00:00, -4.0, -0.2, None
8.9, None, 2010-04-26 00:00:00, -2.2, 1.5, None
5.7, None, 2010-04-27 00:00:00, -2.0, 1.2, None
None, None, 2010-04-28 00:00:00, -3.0, 2.4, None
0.0, None, 2010-04-29 00:00:00, -2.7, 2.9, None
0.8, None, 2010-04-30 00:00:00, -3.1, 3.0, None
0.0, None, 2010-05-01 00:00:00, -2.7, 2.9, None
12.8, None, 2010-05-02 00:00:00, -4.0, 0.0, None
5.7, None, 2010-05-03 00:00:00, -5.4, -0.8, None
3.0, None, 2010-05-04 00:00:00, -6.6, 0.2, None
19.4, None, 2010-05-05 00:00:00, -4.5, 2.3, None
0.6, None, 2010-05-06 00:00:00, -2.3, 3.3, None
0.0, None, 2010-05-07 00:00:00, -2.0, 3.9, None
1.1, None, 2010-05-08 00:00:00, -0.2, 5.5, None
0.0, None, 2010-05-09 00:00:00, -1.0, 5.2, None
0.0, None, 2010-05-10 00:00:00, 0.4, 6.7, None
0.0, None, 2010-05-11 00:00:00, 4.1, 8.3, None
0.0, None, 2010-05-14 00:00:00, 3.3, 9.7, None
0.0, None, 2010-05-15 00:00:00, 4.0, 8.5, None
1.5, None, 2010-05-16 00:00:00, 4.7, 9.6, None
7.4, None, 2010-05-17 00:00:00, 4.2, 11.4, None
1.4, None, 2010-05-18 00:00:00, -0.6, 5.4, None
7.7, None, 2010-05-19 00:00:00, -1.0, 1.7, None
5.2, None, 2010-05-20 00:00:00, -3.2, 0.1, None
3.1, None, 2010-05-21 00:00:00, -3.4, 1.1, None
2.8, None, 2010-05-22 00:00:00, -1.6, 2.4, None
2.1, None, 2010-05-23 00:00:00, -1.8, 3.6, None
6.1, None, 2010-05-24 00:00:00, -2.2, 0.4, None
23.7, None, 2010-05-25 00:00:00, -0.6, 2.6, None
5.3, None, 2010-05-26 00:00:00, 1.6, 3.4, None
2.1, None, 2010-05-27 00:00:00, 2.1, 6.1, None
15.7, None, 2010-05-28 00:00:00, 4.1, 6.0, None
1.3, None, 2010-05-29 00:00:00, 2.9, 5.2, None
1.7, None, 2010-05-30 00:00:00, 0.2, 3.2, None
3.1, None, 2010-05-31 00:00:00, 1.6, 6.0, None
6.9, None, 2010-06-01 00:00:00, 1.6, 3.9, None
11.2, None, 2010-06-02 00:00:00, -1.3, 5.7, None
0.0, None, 2010-06-03 00:00:00, -1.9, 2.9, None
0.0, None, 2010-06-04 00:00:00, 0.3, 7.2, None
0.3, None, 2010-06-05 00:00:00, 1.1, 6.3, None
None, None, 2010-06-06 00:00:00, 2.7, 6.6, None
1.8, None, 2010-06-07 00:00:00, 2.8, 6.4, None
0.0, None, 2010-06-08 00:00:00, 2.3, 7.9, None
16.8, None, 2010-06-09 00:00:00, 0.6, 6.4, None
None, None, 2010-06-10 00:00:00, None, 5.0, None
0.0, None, 2010-06-11 00:00:00, 3.4, 8.9, None
0.0, None, 2010-06-12 00:00:00, 5.3, 12.5, None
0.0, None, 2010-06-13 00:00:00, 1.5, 8.2, None
6.1, None, 2010-06-14 00:00:00, -1.1, 5.7, None
0.8, None, 2010-06-15 00:00:00, -1.1, 7.3, None
0.0, None, 2010-06-16 00:00:00, 4.8, 10.0, None
0.0, None, 2010-06-17 00:00:00, 2.3, 8.1, None
0.0, None, 2010-06-18 00:00:00, 3.1, 11.7, None
0.0, None, 2010-06-19 00:00:00, 8.8, 13.1, None
0.0, None, 2010-06-20 00:00:00, 7.5, 11.9, None
0.0, None, 2010-06-21 00:00:00, 5.7, 8.9, None
2.4, None, 2010-06-22 00:00:00, 5.7, 10.8, None
0.9, None, 2010-06-23 00:00:00, 6.1, 11.7, None
0.0, None, 2010-06-24 00:00:00, 5.0, 10.2, None
0.0, None, 2010-06-25 00:00:00, 5.2, 10.4, None
1.1, None, 2010-06-26 00:00:00, 5.3, 8.0, None
0.0, None, 2010-06-27 00:00:00, 2.4, 9.2, None
0.0, None, 2010-06-28 00:00:00, 1.2, 9.2, None
0.0, None, 2010-06-29 00:00:00, -0.6, 6.5, None
1.0, None, 2010-06-30 00:00:00, -0.6, 5.2, None
0.7, None, 2010-07-01 00:00:00, 0.4, 3.2, None
4.1, None, 2010-07-02 00:00:00, 1.2, 7.6, None
0.0, None, 2010-07-03 00:00:00, 3.3, 7.8, None
0.5, None, 2010-07-04 00:00:00, 3.6, 7.7, None
None, None, 2010-07-05 00:00:00, 0.4, 10.3, None
None, None, 2010-07-06 00:00:00, 7.8, 16.0, None
0.0, None, 2010-07-07 00:00:00, 14.6, 19.2, None
0.0, None, 2010-07-08 00:00:00, 16.4, 20.6, None
None, None, 2010-07-09 00:00:00, 15.3, 18.5, None
0.0, None, 2010-07-10 00:00:00, 12.5, 18.1, None
0.0, None, 2010-07-11 00:00:00, 9.0, 17.1, None
4.3, None, 2010-07-12 00:00:00, 1.8, 10.2, None
10.7, None, 2010-07-13 00:00:00, 1.8, 12.2, None
0.0, None, 2010-07-14 00:00:00, 7.2, 14.5, None
0.0, None, 2010-07-15 00:00:00, 9.1, 13.5, None
0.0, None, 2010-07-16 00:00:00, 8.4, 13.1, None
0.0, None, 2010-07-17 00:00:00, 9.3, 14.1, None
0.0, None, 2010-07-18 00:00:00, 10.1, 14.6, None
0.0, None, 2010-07-19 00:00:00, 9.2, 15.0, None
0.0, None, 2010-07-20 00:00:00, 10.6, 17.0, None
0.0, None, 2010-07-21 00:00:00, 12.6, 19.3, None
0.9, None, 2010-07-22 00:00:00, 8.1, 12.8, None
1.4, None, 2010-07-23 00:00:00, 8.5, 18.0, None
0.0, None, 2010-07-24 00:00:00, 12.2, 17.3, None
0.0, None, 2010-07-25 00:00:00, 10.9, 18.6, None
0.0, None, 2010-07-26 00:00:00, 13.9, 20.3, None
0.0, None, 2010-07-27 00:00:00, 13.6, 19.8, None
0.0, None, 2010-07-28 00:00:00, 11.6, 16.7, None
0.0, None, 2010-07-29 00:00:00, 10.6, 15.7, None
0.0, None, 2010-07-30 00:00:00, 11.7, 17.9, None
0.0, None, 2010-07-31 00:00:00, 12.3, 18.5, None
0.0, None, 2010-08-01 00:00:00, 10.8, 16.4, None
0.0, None, 2010-08-02 00:00:00, 10.1, 17.1, None
0.0, None, 2010-08-03 00:00:00, 10.6, 18.7, None
0.0, None, 2010-08-04 00:00:00, 15.5, 21.3, None
0.0, None, 2010-08-05 00:00:00, 15.8, 21.4, None
None, None, 2010-08-06 00:00:00, 11.2, 17.7, None
20.9, None, 2010-08-07 00:00:00, 9.1, 12.4, None
0.0, None, 2010-08-08 00:00:00, 8.5, 12.3, None
0.0, None, 2010-08-09 00:00:00, 7.6, 12.0, None
0.0, None, 2010-08-10 00:00:00, 6.7, 13.7, None
1.0, None, 2010-08-11 00:00:00, 11.2, 16.1, None
5.7, None, 2010-08-12 00:00:00, 11.9, 17.1, None
0.0, None, 2010-08-13 00:00:00, 14.5, 19.5, None
0.0, None, 2010-08-14 00:00:00, 16.3, 21.5, None
0.0, None, 2010-08-15 00:00:00, 18.2, 23.9, None
0.0, None, 2010-08-16 00:00:00, 18.6, 23.6, None
0.0, None, 2010-08-17 00:00:00, 15.9, 21.4, None
0.0, None, 2010-08-18 00:00:00, 10.0, 18.7, None
0.0, None, 2010-08-19 00:00:00, 5.5, 10.3, None
0.7, None, 2010-08-20 00:00:00, 3.7, 9.2, None
0.0, None, 2010-08-21 00:00:00, 4.3, 9.8, None
0.0, None, 2010-08-22 00:00:00, 3.9, 8.4, None
0.0, None, 2010-08-23 00:00:00, 3.3, 11.6, None
0.0, None, 2010-08-24 00:00:00, 8.1, 18.3, None
None, None, 2010-08-25 00:00:00, 11.7, 17.2, None
1.1, None, 2010-08-26 00:00:00, 3.6, 11.7, None
3.2, None, 2010-08-27 00:00:00, 3.0, 7.0, None
1.2, None, 2010-08-28 00:00:00, 2.4, 8.7, None
0.0, None, 2010-08-29 00:00:00, 4.7, 11.1, None
2.7, None, 2010-08-30 00:00:00, 3.4, 11.2, None
4.1, None, 2010-08-31 00:00:00, 3.2, 9.9, None
0.0, None, 2010-09-01 00:00:00, 2.8, 8.7, None
0.0, None, 2010-09-02 00:00:00, 6.3, 15.9, None
0.0, None, 2010-09-03 00:00:00, 7.8, 17.8, None
9.0, None, 2010-09-04 00:00:00, 2.4, 7.9, None
8.3, None, 2010-09-05 00:00:00, 2.4, 9.4, None
4.8, None, 2010-09-06 00:00:00, 3.5, 7.9, None
0.7, None, 2010-09-07 00:00:00, 4.1, 9.4, None
0.6, None, 2010-09-08 00:00:00, 6.6, 10.4, None
0.0, None, 2010-09-09 00:00:00, 5.3, 12.6, None
7.4, None, 2010-09-10 00:00:00, 2.6, 5.7, None
4.5, None, 2010-09-11 00:00:00, 1.8, 4.0, None
5.1, None, 2010-09-12 00:00:00, 3.3, 8.3, None
0.0, None, 2010-09-13 00:00:00, 4.7, 9.6, None
0.0, None, 2010-09-14 00:00:00, 6.6, 11.1, None
3.6, None, 2010-09-15 00:00:00, 6.5, 9.1, None
0.0, None, 2010-09-16 00:00:00, 5.8, 8.2, None
0.0, None, 2010-09-17 00:00:00, 6.7, 11.1, None
7.9, None, 2010-09-18 00:00:00, 6.4, 10.0, None
19.5, None, 2010-09-19 00:00:00, 6.1, 9.5, None
9.3, None, 2010-09-20 00:00:00, 2.1, 6.3, None
0.0, None, 2010-09-21 00:00:00, 1.9, 4.5, None
0.0, None, 2010-09-22 00:00:00, 2.0, 7.2, None
0.4, None, 2010-09-23 00:00:00, 0.2, 5.6, None
11.6, None, 2010-09-24 00:00:00, 2.4, 7.5, None
18.9, None, 2010-09-25 00:00:00, 6.2, 9.1, None
0.0, None, 2010-09-26 00:00:00, 5.1, 9.9, None
1.2, None, 2010-09-27 00:00:00, 5.0, 11.4, None
0.3, None, 2010-09-28 00:00:00, 5.0, 9.3, None
