station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-01-01 00:00:00, 5.0, 2.6, 0.1
2010-01-02 00:00:00, 7.0, 4.2, 1.2
2010-01-03 00:00:00, 0.5, 5.1, -1.4
2010-01-04 00:00:00, None, 9.1, -3.3
2010-01-05 00:00:00, 0.5, 9.4, -3.4
2010-01-06 00:00:00, 0.0, 7.2, 3.5
2010-01-07 00:00:00, 10.0, 6.8, 3.7
2010-01-08 00:00:00, 5.5, 7.2, 3.7
2010-01-09 00:00:00, 31.0, 9.8, 6.5
2010-01-10 00:00:00, 9.0, 14.5, 7.5
2010-01-11 00:00:00, 18.5, 10.7, 7.5
2010-01-12 00:00:00, 23.5, 10.0, 7.0
2010-01-13 00:00:00, 19.0, 8.0, 6.2
2010-01-14 00:00:00, 24.0, 10.2, 5.8
2010-01-15 00:00:00, 22.0, 7.2, 4.3
2010-01-16 00:00:00, 2.5, 7.5, 2.0
2010-01-17 00:00:00, 5.5, 11.4, 3.1
2010-01-18 00:00:00, 0.5, 7.2, 1.6
2010-01-19 00:00:00, 0.0, 9.4, 1.3
2010-01-20 00:00:00, 0.0, 11.9, 1.0
2010-01-21 00:00:00, 0.0, 6.4, -1.1
2010-01-22 00:00:00, 0.0, 11.5, 0.8
2010-01-23 00:00:00, 0.0, 7.3, -1.0
2010-01-24 00:00:00, 0.0, 9.0, 2.5
2010-01-25 00:00:00, 4.5, 7.5, -0.7
2010-01-26 00:00:00, 1.5, 7.1, 1.2
2010-01-27 00:00:00, 0.0, 5.5, 1.6
2010-01-28 00:00:00, 27.5, 6.4, 3.8
2010-01-29 00:00:00, 1.0, 11.5, 5.8
2010-01-30 00:00:00, 1.5, 7.9, 4.2
2010-01-31 00:00:00, 1.0, 7.6, 4.8
2010-02-01 00:00:00, 0.5, 7.5, 0.7
2010-02-02 00:00:00, 0.0, 7.5, 0.3
2010-02-03 00:00:00, 2.0, 8.4, 0.9
2010-02-04 00:00:00, 0.0, 9.7, -0.6
2010-02-05 00:00:00, 0.0, 12.4, 5.4
2010-02-06 00:00:00, 2.5, 11.4, 5.8
2010-02-07 00:00:00, 8.5, 7.1, 5.6
2010-02-08 00:00:00, 8.0, 6.4, 4.4
2010-02-09 00:00:00, 7.5, 6.9, 4.0
2010-02-10 00:00:00, 4.5, 6.2, 3.9
2010-02-11 00:00:00, 4.0, 8.1, 2.4
2010-02-12 00:00:00, 12.5, 9.5, 5.5
2010-02-13 00:00:00, 17.0, 8.7, 5.5
2010-02-14 00:00:00, 22.5, 8.5, 2.2
2010-02-15 00:00:00, 2.0, 9.3, -0.2
2010-02-16 00:00:00, 7.5, 8.4, 0.3
2010-02-17 00:00:00, 0.0, 9.7, -0.7
2010-02-18 00:00:00, 0.0, 14.0, -2.7
2010-02-19 00:00:00, 0.0, 13.9, -2.6
2010-02-20 00:00:00, 0.5, 12.3, -2.4
2010-02-21 00:00:00, 0.0, 13.1, -2.6
2010-02-22 00:00:00, 0.0, 13.4, -2.6
2010-02-23 00:00:00, 3.0, 10.0, 2.2
2010-02-24 00:00:00, 22.0, 8.0, 5.1
2010-02-25 00:00:00, 27.0, 7.2, 1.7
2010-02-26 00:00:00, 1.0, 8.6, 0.4
2010-02-27 00:00:00, 0.0, 11.7, -1.0
2010-02-28 00:00:00, 0.0, 11.6, 4.9
2010-03-01 00:00:00, 2.0, 13.3, 5.8
2010-03-02 00:00:00, 26.5, 7.8, 5.8
2010-03-03 00:00:00, 6.0, 10.8, 2.3
2010-03-04 00:00:00, 0.5, 6.6, 3.1
2010-03-05 00:00:00, 5.5, 8.2, 5.1
