station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2010-07-15 00:00:00, None
0.0, 0.0, 0.0, 2010-07-16 00:00:00, 0.0
None, None, None, 2010-07-23 00:00:00, 0.0
None, None, None, 2010-07-30 00:00:00, 0.0
None, None, None, 2010-08-03 00:00:00, 0.0
10.8, 10.8, 0.0, 2010-08-07 00:00:00, 0.0
None, None, None, 2010-08-08 00:00:00, 0.0
None, None, None, 2010-08-10 00:00:00, 0.0
None, None, None, 2010-08-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-08-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-09-15 00:00:00, 0.0
250.0, 250.0, 0.0, 2010-09-18 00:00:00, None
15.3, 15.3, 0.0, 2010-09-20 00:00:00, None
6.0, 6.0, 0.0, 2010-09-24 00:00:00, 0.0
28.0, 28.0, 0.0, 2010-09-25 00:00:00, 0.0
8.0, 8.0, 0.0, 2010-09-28 00:00:00, None
0.0, 0.0, 0.0, 2010-09-29 00:00:00, 0.0
None, None, None, 2010-10-04 00:00:00, 0.0
None, None, None, 2010-10-18 00:00:00, 0.0
59.4, 59.4, 0.0, 2010-10-23 00:00:00, None
None, None, None, 2010-11-16 00:00:00, 0.0
None, None, None, 2010-11-20 00:00:00, 1.0
None, None, None, 2010-11-28 00:00:00, 0.0
None, None, None, 2010-12-14 00:00:00, 0.0
None, None, None, 2011-03-03 00:00:00, 0.0
None, None, None, 2011-03-18 00:00:00, 0.0
None, None, None, 2011-03-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2011-04-22 00:00:00, 0.0
112.0, 112.0, 0.0, 2011-04-26 00:00:00, None
58.4, 58.4, 0.0, 2011-04-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2011-04-30 00:00:00, 0.0
6.0, 6.0, 0.0, 2011-05-01 00:00:00, 0.0
13.9, 13.9, 0.0, 2011-05-02 00:00:00, 0.0
None, None, None, 2011-05-03 00:00:00, 0.0
68.0, 68.0, 0.0, 2011-05-04 00:00:00, None
7.3, 7.3, 0.0, 2011-05-05 00:00:00, 0.0
18.8, 18.8, 0.0, 2011-05-06 00:00:00, 0.0
0.5, 0.5, 0.0, 2011-05-13 00:00:00, None
8.7, 8.7, 0.0, 2011-05-15 00:00:00, 0.0
None, None, None, 2011-05-16 00:00:00, 0.0
