station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-01-01 00:00:00, None, -0.1, -3.6
2010-01-07 00:00:00, None, 5.0, -9.9
2010-01-08 00:00:00, None, 2.9, None
2010-01-09 00:00:00, None, 2.1, -0.4
2010-01-10 00:00:00, None, 2.7, -0.1
2010-01-11 00:00:00, None, 1.1, -0.2
2010-01-12 00:00:00, None, 0.7, -0.2
2010-01-13 00:00:00, None, 0.0, -2.4
2010-01-14 00:00:00, None, 0.1, -3.9
2010-01-15 00:00:00, None, -0.8, -6.4
2010-01-16 00:00:00, None, -2.0, -8.6
2010-01-17 00:00:00, None, -0.6, -3.4
2010-01-18 00:00:00, None, -1.5, -5.7
2010-01-19 00:00:00, None, -0.2, -5.5
2010-01-20 00:00:00, None, 0.6, -4.3
2010-01-21 00:00:00, None, 0.1, -4.3
2010-01-22 00:00:00, None, -2.7, -6.0
2010-01-23 00:00:00, None, 0.0, -6.2
2010-01-24 00:00:00, None, -2.5, -7.8
2010-01-25 00:00:00, None, -1.6, -6.0
2010-01-26 00:00:00, None, -0.7, -5.9
2010-01-27 00:00:00, None, -1.0, -7.1
2010-01-28 00:00:00, None, 0.3, -5.1
2010-01-29 00:00:00, None, 2.8, -1.5
2010-01-30 00:00:00, None, -0.6, -3.1
2010-01-31 00:00:00, None, -0.8, -3.9
2010-02-01 00:00:00, None, -1.7, -5.6
2010-02-02 00:00:00, None, -0.7, -5.5
2010-02-03 00:00:00, None, -0.7, -5.2
2010-02-04 00:00:00, None, 1.6, -4.7
2010-02-05 00:00:00, None, 0.8, -4.2
2010-02-06 00:00:00, None, 3.7, -4.8
2010-02-07 00:00:00, None, 0.1, -4.0
2010-02-08 00:00:00, None, -1.7, -5.9
2010-02-09 00:00:00, None, 1.2, -8.4
2010-02-10 00:00:00, None, -2.5, -5.8
2010-02-11 00:00:00, None, 0.0, -5.6
2010-02-12 00:00:00, None, -0.4, -4.3
2010-02-13 00:00:00, None, -0.1, -3.7
2010-02-14 00:00:00, None, -0.1, -6.5
2010-02-15 00:00:00, None, -2.4, -8.3
