station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
19.7, 17.7, 2.0, 2011-02-27 00:00:00, 6.0
2.8, 2.8, 0.0, 2011-03-02 00:00:00, 0.0
None, None, None, 2011-03-05 00:00:00, 0.0
0.8, 0.8, 0.0, 2011-03-06 00:00:00, None
4.0, 4.0, 0.0, 2011-03-08 00:00:00, 0.0
8.0, 8.0, 0.0, 2011-03-09 00:00:00, 0.0
2.2, 2.2, 0.0, 2011-03-10 00:00:00, 0.0
None, None, None, 2011-03-11 00:00:00, 0.0
2.0, 2.0, 0.0, 2011-03-12 00:00:00, None
18.0, 18.0, 0.0, 2011-03-13 00:00:00, 0.0
4.4, 4.4, 0.0, 2011-03-14 00:00:00, 0.0
9.0, 9.0, 0.0, 2011-03-15 00:00:00, 0.0
4.4, 4.4, 0.0, 2011-03-29 00:00:00, 0.0
21.2, 21.2, 0.0, 2011-03-30 00:00:00, 0.0
15.8, 15.8, 0.0, 2011-04-01 00:00:00, 0.0
18.2, 18.2, 0.0, 2011-04-04 00:00:00, 0.0
13.8, 13.8, 0.0, 2011-04-05 00:00:00, 0.0
0.6, 0.6, 0.0, 2011-04-06 00:00:00, 0.0
None, None, None, 2011-04-07 00:00:00, 0.0
3.2, 3.2, 0.0, 2011-04-11 00:00:00, 0.0
None, None, None, 2011-04-12 00:00:00, 0.0
5.4, 5.4, 0.0, 2011-04-13 00:00:00, None
3.4, 3.4, 0.0, 2011-04-14 00:00:00, 0.0
1.8, 1.8, 0.0, 2011-04-15 00:00:00, 0.0
None, None, None, 2011-04-16 00:00:00, 0.0
1.8, 1.8, 0.0, 2011-04-24 00:00:00, None
None, None, None, 2011-04-25 00:00:00, 0.0
10.2, 10.2, 0.0, 2011-04-27 00:00:00, 0.0
None, None, None, 2011-04-28 00:00:00, 0.0
6.0, 6.0, 0.0, 2011-05-06 00:00:00, 0.0
None, None, None, 2011-05-07 00:00:00, 0.0
5.6, 5.6, 0.0, 2011-05-11 00:00:00, 0.0
None, None, None, 2011-05-12 00:00:00, 0.0
17.0, 17.0, 0.0, 2011-05-14 00:00:00, None
None, None, None, 2011-05-22 00:00:00, 0.0
3.0, 3.0, 0.0, 2011-05-25 00:00:00, None
None, None, None, 2011-05-27 00:00:00, 0.0
None, None, None, 2011-06-13 00:00:00, 0.0
None, None, None, 2011-06-18 00:00:00, 0.0
2.4, 2.4, 0.0, 2011-06-24 00:00:00, None
None, None, None, 2011-06-25 00:00:00, 0.0
2.2, 2.2, 0.0, 2011-06-27 00:00:00, None
None, None, None, 2011-06-28 00:00:00, 0.0
5.8, 5.8, 0.0, 2011-07-16 00:00:00, 0.0
None, None, None, 2011-07-18 00:00:00, 0.0
None, None, None, 2011-07-31 00:00:00, 0.0
15.4, 15.4, 0.0, 2011-08-22 00:00:00, None
None, None, None, 2011-08-23 00:00:00, 0.0
None, None, None, 2011-09-18 00:00:00, 0.0
None, None, None, 2011-09-22 00:00:00, 0.0
7.2, 7.2, 0.0, 2011-09-25 00:00:00, 0.0
16.2, 16.2, 0.0, 2011-09-26 00:00:00, 0.0
None, None, None, 2011-09-28 00:00:00, 0.0
None, None, None, 2011-10-03 00:00:00, 0.0
0.6, 0.6, 0.0, 2011-10-05 00:00:00, 0.0
None, None, None, 2011-10-08 00:00:00, 0.0
12.6, 12.6, 0.0, 2011-10-10 00:00:00, 0.0
12.6, 12.6, 0.0, 2011-10-11 00:00:00, 0.0
None, None, None, 2011-10-16 00:00:00, 0.0
20.0, 20.0, 0.0, 2011-10-21 00:00:00, 0.0
1.8, 1.8, 0.0, 2011-10-26 00:00:00, None
None, None, None, 2011-10-27 00:00:00, 0.0
14.2, 14.2, 0.0, 2011-10-28 00:00:00, None
10.2, 10.2, 0.0, 2011-11-02 00:00:00, None
None, None, None, 2011-11-03 00:00:00, 0.0
5.8, 5.8, 0.0, 2011-11-07 00:00:00, 0.0
None, None, None, 2011-11-08 00:00:00, 0.0
12.2, 12.2, 0.0, 2011-11-12 00:00:00, None
None, None, None, 2011-11-14 00:00:00, 0.0
13.6, 13.6, 0.0, 2011-11-16 00:00:00, None
5.2, 5.2, 0.0, 2011-11-17 00:00:00, 0.0
20.0, 20.0, 0.0, 2011-11-21 00:00:00, 0.0
46.8, 46.8, 0.0, 2011-11-22 00:00:00, 0.0
17.2, 17.2, 0.0, 2011-11-26 00:00:00, 0.0
4.6, 4.6, 0.0, 2011-11-29 00:00:00, 0.0
None, None, None, 2011-11-30 00:00:00, 0.0
3.6, 3.6, 0.0, 2011-12-14 00:00:00, None
None, None, None, 2011-12-16 00:00:00, 0.0
None, None, None, 2011-12-18 00:00:00, 0.0
7.6, 7.6, 0.0, 2011-12-23 00:00:00, 0.0
5.8, 5.8, 0.0, 2011-12-25 00:00:00, None
30.8, 30.8, 0.0, 2011-12-27 00:00:00, 0.0
15.6, 15.6, 0.0, 2011-12-28 00:00:00, 0.0
14.2, 14.2, 0.0, 2012-01-03 00:00:00, 0.0
19.0, 19.0, 0.0, 2012-01-04 00:00:00, 0.0
9.6, 9.6, 0.0, 2012-01-05 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-01-14 00:00:00, 1.0
16.6, 0.0, 16.6, 2012-01-17 00:00:00, 8.0
3.8, 0.0, 3.8, 2012-01-18 00:00:00, 15.0
3.2, 3.2, 0.0, 2012-01-21 00:00:00, 0.0
20.0, 20.0, 0.0, 2012-01-24 00:00:00, 0.0
21.8, 21.8, 0.0, 2012-01-25 00:00:00, 0.0
13.2, 13.2, 0.0, 2012-01-28 00:00:00, 0.0
9.6, 9.6, 0.0, 2012-01-29 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-02-08 00:00:00, 0.0
13.8, 13.8, 0.0, 2012-02-09 00:00:00, 0.0
4.6, 4.6, 0.0, 2012-02-12 00:00:00, None
5.0, 5.0, 0.0, 2012-02-16 00:00:00, 0.0
16.6, 16.6, 0.0, 2012-02-17 00:00:00, 0.0
15.8, 15.8, 0.0, 2012-02-24 00:00:00, 0.0
5.2, 5.2, 0.0, 2012-03-02 00:00:00, 0.0
18.0, 18.0, 0.0, 2012-03-04 00:00:00, None
16.4, 16.4, 0.0, 2012-03-09 00:00:00, 0.0
5.4, 5.4, 0.0, 2012-03-12 00:00:00, None
10.0, 10.0, 0.0, 2012-03-14 00:00:00, None
12.0, 12.0, 0.0, 2012-03-15 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-03-20 00:00:00, 0.0
11.4, 11.4, 0.0, 2012-03-28 00:00:00, 0.0
3.8, 3.8, 0.0, 2012-04-04 00:00:00, None
3.4, 3.4, 0.0, 2012-04-11 00:00:00, 0.0
15.2, 15.2, 0.0, 2012-04-19 00:00:00, None
8.4, 8.4, 0.0, 2012-04-24 00:00:00, None
2.4, 2.4, 0.0, 2012-05-21 00:00:00, 0.0
7.8, 7.8, 0.0, 2012-05-30 00:00:00, None
5.4, 5.4, 0.0, 2012-05-31 00:00:00, 0.0
2.8, 2.8, 0.0, 2012-06-16 00:00:00, None
16.6, 16.6, 0.0, 2012-06-22 00:00:00, None
2.8, 2.8, 0.0, 2012-06-28 00:00:00, None
4.4, 4.4, 0.0, 2012-07-15 00:00:00, None
1.4, 1.4, 0.0, 2012-07-20 00:00:00, 0.0
0.8, 0.8, 0.0, 2012-09-09 00:00:00, None
5.5, 5.5, 0.0, 2012-10-12 00:00:00, 0.0
15.6, 15.6, 0.0, 2012-10-13 00:00:00, 0.0
27.4, 27.4, 0.0, 2012-10-14 00:00:00, 0.0
12.4, 12.4, 0.0, 2012-10-15 00:00:00, 0.0
26.0, 26.0, 0.0, 2012-10-18 00:00:00, None
2.0, 2.0, 0.0, 2012-10-20 00:00:00, 0.0
6.8, 6.8, 0.0, 2012-10-22 00:00:00, None
17.6, 17.6, 0.0, 2012-10-27 00:00:00, 0.0
14.0, 14.0, 0.0, 2012-10-29 00:00:00, 0.0
4.6, 4.6, 0.0, 2012-11-02 00:00:00, None
4.6, 4.6, 0.0, 2012-11-03 00:00:00, 0.0
9.2, 9.2, 0.0, 2012-11-04 00:00:00, 0.0
6.4, 6.4, 0.0, 2012-11-13 00:00:00, 0.0
9.2, 9.2, 0.0, 2012-11-17 00:00:00, 0.0
21.6, 21.6, 0.0, 2012-11-19 00:00:00, 0.0
12.8, 12.8, 0.0, 2012-11-20 00:00:00, 0.0
5.6, 5.6, 0.0, 2012-11-22 00:00:00, None
2.4, 2.4, 0.0, 2012-11-23 00:00:00, 0.0
3.8, 3.8, 0.0, 2012-11-28 00:00:00, None
4.2, 4.2, 0.0, 2012-11-29 00:00:00, 0.0
14.6, 14.6, 0.0, 2012-11-30 00:00:00, 0.0
21.0, 21.0, 0.0, 2012-12-01 00:00:00, 0.0
15.5, 15.5, 0.0, 2012-12-02 00:00:00, 0.0
13.8, 13.8, 0.0, 2012-12-04 00:00:00, 0.0
9.7, 9.7, 0.0, 2012-12-05 00:00:00, 0.0
16.0, 16.0, 0.0, 2012-12-06 00:00:00, 0.0
6.8, 6.8, 0.0, 2012-12-09 00:00:00, 0.0
3.2, 3.2, 0.0, 2012-12-15 00:00:00, 0.0
16.0, 16.0, 0.0, 2012-12-16 00:00:00, 0.0
4.4, 4.4, 0.0, 2012-12-17 00:00:00, 0.0
20.1, 20.1, 0.0, 2012-12-19 00:00:00, 0.0
2.6, 2.6, 0.0, 2012-12-20 00:00:00, 0.0
3.4, 3.4, 0.0, 2012-12-24 00:00:00, 0.0
2.6, 2.6, 0.0, 2012-12-26 00:00:00, None
1.0, 1.0, 0.0, 2012-12-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-02 00:00:00, 0.0
3.0, 3.0, 0.0, 2013-01-03 00:00:00, 0.0
2.4, 2.4, 0.0, 2013-01-04 00:00:00, 0.0
3.4, 3.4, 0.0, 2013-01-05 00:00:00, 0.0
12.6, 12.6, 0.0, 2013-01-06 00:00:00, 0.0
4.4, 4.4, 0.0, 2013-01-07 00:00:00, 0.0
59.4, 59.4, 0.0, 2013-01-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-13 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-01-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-15 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-22 00:00:00, 0.0
4.8, 4.8, 0.0, 2013-01-23 00:00:00, 0.0
4.8, 4.8, 0.0, 2013-01-24 00:00:00, 0.0
4.6, 4.6, 0.0, 2013-01-25 00:00:00, 0.0
1.2, 1.2, 0.0, 2013-01-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-01-28 00:00:00, 0.0
1.0, 1.0, 0.0, 2013-01-29 00:00:00, 0.0
1.8, 1.8, 0.0, 2013-01-30 00:00:00, 0.0
1.2, 1.2, 0.0, 2013-01-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-02 00:00:00, 0.0
2.2, 2.2, 0.0, 2013-02-03 00:00:00, 0.0
0.6, 0.6, 0.0, 2013-02-04 00:00:00, 0.0
4.0, 4.0, 0.0, 2013-02-05 00:00:00, 0.0
0.4, 0.4, 0.0, 2013-02-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-10 00:00:00, 0.0
1.2, 1.2, 0.0, 2013-02-11 00:00:00, 0.0
1.4, 1.4, 0.0, 2013-02-12 00:00:00, 0.0
4.4, 4.4, 0.0, 2013-02-13 00:00:00, 0.0
1.8, 1.8, 0.0, 2013-02-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-15 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-16 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-02-17 00:00:00, 0.0
1.2, 1.2, 0.0, 2013-02-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-19 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-02-20 00:00:00, 0.0
8.6, 8.6, 0.0, 2013-02-21 00:00:00, 0.0
15.4, 15.4, 0.0, 2013-02-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-02-23 00:00:00, 0.0
9.2, 9.2, 0.0, 2013-02-24 00:00:00, 0.0
0.8, 0.8, 0.0, 2013-02-25 00:00:00, 0.0
1.6, 1.6, 0.0, 2013-02-26 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-02-27 00:00:00, 0.0
21.4, 21.4, 0.0, 2013-02-28 00:00:00, 0.0
20.0, 20.0, 0.0, 2013-03-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-03 00:00:00, 0.0
0.6, 0.6, 0.0, 2013-03-04 00:00:00, 0.0
2.6, 2.6, 0.0, 2013-03-05 00:00:00, 0.0
9.2, 9.2, 0.0, 2013-03-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-09 00:00:00, 0.0
4.8, 4.8, 0.0, 2013-03-13 00:00:00, 0.0
8.0, 8.0, 0.0, 2013-03-14 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-03-15 00:00:00, 0.0
1.4, 1.4, 0.0, 2013-03-16 00:00:00, 0.0
5.8, 5.8, 0.0, 2013-03-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-18 00:00:00, 0.0
5.4, 5.4, 0.0, 2013-03-19 00:00:00, 0.0
5.8, 5.8, 0.0, 2013-03-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-24 00:00:00, 0.0
0.6, 0.6, 0.0, 2013-03-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-28 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-03-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-03 00:00:00, 0.0
10.0, 10.0, 0.0, 2013-04-04 00:00:00, 0.0
4.8, 4.8, 0.0, 2013-04-05 00:00:00, 0.0
6.2, 6.2, 0.0, 2013-04-06 00:00:00, 0.0
7.8, 7.8, 0.0, 2013-04-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-08 00:00:00, 0.0
13.2, 13.2, 0.0, 2013-04-09 00:00:00, 0.0
2.2, 2.2, 0.0, 2013-04-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-11 00:00:00, 0.0
9.4, 9.4, 0.0, 2013-04-12 00:00:00, 0.0
7.4, 7.4, 0.0, 2013-04-13 00:00:00, 0.0
5.0, 5.0, 0.0, 2013-04-14 00:00:00, 0.0
2.2, 2.2, 0.0, 2013-04-15 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-16 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-04-17 00:00:00, 0.0
6.8, 6.8, 0.0, 2013-04-18 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-04-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-20 00:00:00, 0.0
4.2, 4.2, 0.0, 2013-04-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-24 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-26 00:00:00, 0.0
1.8, 1.8, 0.0, 2013-04-27 00:00:00, 0.0
5.0, 5.0, 0.0, 2013-04-28 00:00:00, 0.0
0.4, 0.4, 0.0, 2013-04-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-04-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-10 00:00:00, 0.0
6.2, 6.2, 0.0, 2013-05-11 00:00:00, 0.0
3.4, 3.4, 0.0, 2013-05-12 00:00:00, 0.0
4.2, 4.2, 0.0, 2013-05-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-14 00:00:00, 0.0
1.8, 1.8, 0.0, 2013-05-15 00:00:00, 0.0
3.0, 3.0, 0.0, 2013-05-16 00:00:00, 0.0
0.6, 0.6, 0.0, 2013-05-17 00:00:00, 0.0
2.0, 2.0, 0.0, 2013-05-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-19 00:00:00, 0.0
9.2, 9.2, 0.0, 2013-05-20 00:00:00, 0.0
1.8, 1.8, 0.0, 2013-05-21 00:00:00, 0.0
9.0, 9.0, 0.0, 2013-05-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-23 00:00:00, 0.0
0.6, 0.6, 0.0, 2013-05-24 00:00:00, 0.0
4.2, 4.2, 0.0, 2013-05-25 00:00:00, 0.0
1.4, 1.4, 0.0, 2013-05-26 00:00:00, 0.0
5.0, 5.0, 0.0, 2013-05-27 00:00:00, 0.0
3.8, 3.8, 0.0, 2013-05-28 00:00:00, 0.0
5.8, 5.8, 0.0, 2013-05-29 00:00:00, 0.0
1.4, 1.4, 0.0, 2013-05-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-05-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-06-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-06-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-06-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-06-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2013-06-05 00:00:00, 0.0
