station_observations
ONE_DAY_PRECIPITATION, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, -9.3, None, 2011-03-08 00:00:00, 41.0, 4.2
4.3, -5.4, None, 2011-03-09 00:00:00, 40.0, 2.2
2.7, -1.5, None, 2011-03-10 00:00:00, 43.0, 3.3
0.0, -5.4, None, 2011-03-11 00:00:00, 42.0, 4.9
6.2, -0.2, None, 2011-03-12 00:00:00, 45.0, 3.8
0.4, 0.1, None, 2011-03-13 00:00:00, 43.0, 4.7
0.0, 1.1, None, 2011-03-14 00:00:00, 41.0, 6.4
0.0, -1.5, None, 2011-03-15 00:00:00, 35.0, 6.5
0.0, 0.2, None, 2011-03-16 00:00:00, 31.0, 5.7
0.0, -6.3, None, 2011-03-17 00:00:00, 30.0, 4.6
0.0, -11.4, None, 2011-03-18 00:00:00, 29.0, 6.1
3.9, -6.5, None, 2011-03-19 00:00:00, 29.0, 2.2
0.0, -2.3, None, 2011-03-20 00:00:00, 32.0, 2.8
0.8, -3.2, None, 2011-03-21 00:00:00, 32.0, 3.0
0.0, -9.3, None, 2011-03-22 00:00:00, 31.0, 5.6
0.0, -11.0, None, 2011-03-23 00:00:00, 31.0, 6.8
0.0, -7.8, None, 2011-03-24 00:00:00, 31.0, 8.2
1.9, -7.4, None, 2011-03-25 00:00:00, 30.0, 8.3
0.6, -1.9, None, 2011-03-26 00:00:00, 29.0, 8.8
0.0, -6.3, None, 2011-03-27 00:00:00, 27.0, 11.0
0.0, -4.3, None, 2011-03-28 00:00:00, 25.0, 8.2
0.0, -3.3, None, 2011-03-29 00:00:00, 23.0, 6.5
0.0, 1.7, None, 2011-03-30 00:00:00, 22.0, 9.7
0.0, 0.7, None, 2011-03-31 00:00:00, 16.0, 9.3
0.0, -1.6, None, 2011-04-01 00:00:00, 13.0, 6.1
2.2, -3.0, None, 2011-04-02 00:00:00, 14.0, 4.8
0.6, -6.2, None, 2011-04-03 00:00:00, 10.0, 5.4
0.0, 0.2, None, 2011-04-04 00:00:00, 12.0, 7.6
0.0, -1.8, None, 2011-04-05 00:00:00, 9.0, 4.4
None, -6.0, None, 2011-04-06 00:00:00, 7.0, 6.2
0.0, -8.3, None, 2011-04-07 00:00:00, None, 7.8
0.0, -9.1, None, 2011-04-08 00:00:00, None, 7.7
0.0, 2.4, None, 2011-04-09 00:00:00, None, 11.3
1.4, 1.9, None, 2011-04-10 00:00:00, None, 9.5
1.7, -0.3, None, 2011-04-11 00:00:00, None, 5.9
0.0, -1.2, None, 2011-04-12 00:00:00, None, 9.0
0.0, -5.3, None, 2011-04-13 00:00:00, None, 10.2
0.0, -3.6, None, 2011-04-14 00:00:00, None, 7.9
0.0, -2.2, None, 2011-04-15 00:00:00, None, 7.2
0.0, -9.9, None, 2011-04-16 00:00:00, None, 6.7
0.0, -3.3, None, 2011-04-17 00:00:00, None, 6.7
1.6, -4.2, None, 2011-04-18 00:00:00, None, 8.7
0.2, -8.9, None, 2011-04-19 00:00:00, None, 7.5
0.0, -1.9, None, 2011-04-20 00:00:00, None, 7.0
1.6, -8.3, None, 2011-04-21 00:00:00, None, 9.2
0.2, -8.8, None, 2011-04-22 00:00:00, None, 11.6
0.0, -8.5, None, 2011-04-23 00:00:00, None, 15.5
0.0, -7.5, None, 2011-04-24 00:00:00, None, 13.7
0.0, -2.8, None, 2011-04-25 00:00:00, None, 13.0
0.0, -4.1, None, 2011-04-26 00:00:00, None, 12.6
0.0, -3.3, None, 2011-04-27 00:00:00, None, 10.4
0.0, -0.9, None, 2011-04-28 00:00:00, None, 10.5
0.0, -5.9, None, 2011-04-29 00:00:00, None, 13.9
0.0, -6.3, None, 2011-04-30 00:00:00, None, 11.7
0.0, -4.0, None, 2011-05-01 00:00:00, None, 11.5
0.0, 3.4, None, 2011-05-02 00:00:00, None, 13.2
0.0, -2.3, None, 2011-05-03 00:00:00, None, 12.9
0.0, -3.3, None, 2011-05-04 00:00:00, None, 12.9
0.0, -0.5, None, 2011-05-05 00:00:00, None, 13.9
0.0, 1.1, None, 2011-05-06 00:00:00, None, 13.7
0.6, 2.7, None, 2011-05-07 00:00:00, None, 13.4
17.4, 1.9, None, 2011-05-08 00:00:00, None, 12.0
0.4, 0.2, None, 2011-05-09 00:00:00, None, 15.2
0.0, 4.6, None, 2011-05-10 00:00:00, None, 16.4
0.2, 2.7, None, 2011-05-11 00:00:00, None, 9.6
0.0, -0.1, None, 2011-05-12 00:00:00, None, 11.4
0.0, -5.0, None, 2011-05-13 00:00:00, None, 15.3
0.0, -1.8, None, 2011-05-14 00:00:00, None, 18.9
0.0, 5.8, None, 2011-05-15 00:00:00, None, 16.7
7.6, 2.8, None, 2011-05-16 00:00:00, None, 9.1
0.2, 1.7, None, 2011-05-17 00:00:00, None, 8.3
0.2, -2.1, None, 2011-05-18 00:00:00, None, 12.3
0.0, -4.2, None, 2011-05-19 00:00:00, None, 18.2
0.0, -2.6, None, 2011-05-20 00:00:00, None, 21.6
0.0, 1.6, None, 2011-05-21 00:00:00, None, 16.5
1.0, 5.6, None, 2011-05-22 00:00:00, None, 13.7
6.2, 5.3, None, 2011-05-23 00:00:00, None, 14.2
0.2, 6.1, None, 2011-05-24 00:00:00, None, 15.9
0.0, 4.5, None, 2011-05-25 00:00:00, None, 17.0
2.6, 4.7, None, 2011-05-26 00:00:00, None, 8.7
1.0, -0.2, None, 2011-05-27 00:00:00, None, 13.4
6.2, 4.2, None, 2011-05-28 00:00:00, None, 11.5
0.4, 0.7, None, 2011-05-29 00:00:00, None, 18.4
5.6, -0.3, None, 2011-05-30 00:00:00, None, 16.3
3.2, 5.9, None, 2011-05-31 00:00:00, None, 15.7
0.4, 0.5, None, 2011-06-01 00:00:00, None, 17.0
6.8, 5.7, None, 2011-06-02 00:00:00, None, 14.7
0.0, 3.5, None, 2011-06-03 00:00:00, None, 17.5
0.0, 1.5, None, 2011-06-04 00:00:00, None, 19.6
0.0, -0.6, None, 2011-06-05 00:00:00, None, 21.8
0.0, 1.4, None, 2011-06-06 00:00:00, None, 23.7
23.8, 6.5, None, 2011-06-07 00:00:00, None, 14.0
0.0, 3.0, None, 2011-06-08 00:00:00, None, 20.6
0.0, 4.8, None, 2011-06-09 00:00:00, None, 17.3
1.8, 5.1, None, 2011-06-10 00:00:00, None, 16.1
0.2, 4.5, None, 2011-06-11 00:00:00, None, 17.7
0.0, 0.4, None, 2011-06-12 00:00:00, None, 17.6
0.0, 8.3, None, 2011-06-13 00:00:00, None, 16.8
1.8, -0.4, None, 2011-06-14 00:00:00, None, 14.9
0.2, 3.8, None, 2011-06-15 00:00:00, None, 16.7
0.0, 0.4, None, 2011-06-16 00:00:00, None, 20.5
0.0, 8.0, None, 2011-06-17 00:00:00, None, 21.4
5.4, 8.8, None, 2011-06-18 00:00:00, None, 18.4
0.2, 8.4, None, 2011-06-19 00:00:00, None, 19.0
0.0, 8.8, None, 2011-06-20 00:00:00, None, 19.0
0.0, 1.3, None, 2011-06-21 00:00:00, None, 19.8
0.0, 0.3, None, 2011-06-22 00:00:00, None, 21.2
2.0, 6.6, None, 2011-06-23 00:00:00, None, 15.8
0.0, -0.6, None, 2011-06-24 00:00:00, None, 17.1
1.0, 6.5, None, 2011-06-25 00:00:00, None, 15.2
0.0, 2.2, None, 2011-06-26 00:00:00, None, 22.3
0.0, 6.3, None, 2011-06-27 00:00:00, None, 19.4
0.0, 9.0, None, 2011-06-28 00:00:00, None, 19.5
0.0, 8.8, None, 2011-06-29 00:00:00, None, 19.1
0.0, 6.6, None, 2011-06-30 00:00:00, None, 13.6
0.0, 5.3, None, 2011-07-01 00:00:00, None, 16.5
0.0, 5.1, None, 2011-07-02 00:00:00, None, 15.3
0.0, 3.9, None, 2011-07-03 00:00:00, None, 17.0
0.0, -0.9, None, 2011-07-04 00:00:00, None, 19.1
0.0, 5.7, None, 2011-07-05 00:00:00, None, 22.5
0.0, 6.0, None, 2011-07-06 00:00:00, None, 21.6
4.8, 7.2, None, 2011-07-07 00:00:00, None, 17.5
0.2, 5.0, None, 2011-07-08 00:00:00, None, 16.8
0.0, -1.7, None, 2011-07-09 00:00:00, None, 20.1
0.0, 0.8, None, 2011-07-10 00:00:00, None, 22.8
1.0, 3.8, None, 2011-07-11 00:00:00, None, 20.3
9.6, 10.1, None, 2011-07-12 00:00:00, None, 20.8
14.2, 9.1, None, 2011-07-13 00:00:00, None, 13.5
1.4, 8.0, None, 2011-07-14 00:00:00, None, 16.8
0.0, 7.0, None, 2011-07-15 00:00:00, None, 17.3
3.8, 4.6, None, 2011-07-16 00:00:00, None, 20.3
0.4, 3.9, None, 2011-07-17 00:00:00, None, 21.4
1.2, 9.8, None, 2011-07-18 00:00:00, None, 21.7
0.0, 6.9, None, 2011-07-19 00:00:00, None, 20.0
0.0, 3.8, None, 2011-07-20 00:00:00, None, 18.3
1.6, 5.9, None, 2011-07-21 00:00:00, None, 15.6
0.2, 2.7, None, 2011-07-22 00:00:00, None, 18.0
0.0, 1.6, None, 2011-07-23 00:00:00, None, 17.8
0.2, 5.0, None, 2011-07-24 00:00:00, None, 21.8
0.0, 7.7, None, 2011-07-25 00:00:00, None, 25.1
0.0, 4.0, None, 2011-07-26 00:00:00, None, 17.9
0.0, 3.2, None, 2011-07-27 00:00:00, None, 21.3
None, 9.6, None, 2011-07-28 00:00:00, None, 21.5
0.0, 2.6, None, 2011-07-29 00:00:00, None, 21.6
1.0, 8.6, None, 2011-07-30 00:00:00, None, 18.5
0.8, 8.0, None, 2011-07-31 00:00:00, None, 18.2
0.2, -1.2, None, 2011-08-01 00:00:00, None, 22.0
0.0, 3.2, None, 2011-08-02 00:00:00, None, 23.3
0.0, 6.5, None, 2011-08-03 00:00:00, None, 22.9
0.0, 5.1, None, 2011-08-04 00:00:00, None, 26.8
0.0, 4.4, None, 2011-08-05 00:00:00, None, 24.2
0.0, 0.9, None, 2011-08-06 00:00:00, None, 25.4
0.0, 1.2, None, 2011-08-07 00:00:00, None, 25.8
0.0, 2.4, None, 2011-08-08 00:00:00, None, 26.8
0.0, 3.4, None, 2011-08-09 00:00:00, None, 25.3
0.0, 7.9, None, 2011-08-10 00:00:00, None, 24.5
0.0, 4.8, None, 2011-08-11 00:00:00, None, 24.4
0.0, 1.3, None, 2011-08-12 00:00:00, None, 22.4
0.0, 3.0, None, 2011-08-13 00:00:00, None, 21.5
0.0, 4.3, None, 2011-08-14 00:00:00, None, 18.6
0.0, -0.2, None, 2011-08-15 00:00:00, None, 19.3
0.0, 1.9, None, 2011-08-16 00:00:00, None, 21.7
0.6, 5.0, None, 2011-08-17 00:00:00, None, 17.0
0.0, 2.3, None, 2011-08-18 00:00:00, None, 22.1
0.0, -1.5, None, 2011-08-19 00:00:00, None, 25.5
None, 1.7, None, 2011-08-20 00:00:00, None, 25.7
0.2, 13.2, None, 2011-08-21 00:00:00, None, 24.8
6.6, 12.6, None, 2011-08-22 00:00:00, None, 20.4
0.0, 4.8, None, 2011-08-23 00:00:00, None, 20.9
0.0, 7.6, None, 2011-08-24 00:00:00, None, 21.1
0.0, 1.8, None, 2011-08-25 00:00:00, None, 25.4
0.0, 5.3, None, 2011-08-26 00:00:00, None, 26.1
0.0, 5.0, None, 2011-08-27 00:00:00, None, 25.8
0.0, 2.2, None, 2011-08-28 00:00:00, None, 29.1
0.4, 8.6, None, 2011-08-29 00:00:00, None, 21.6
0.6, 7.7, None, 2011-08-30 00:00:00, None, 17.9
0.2, 3.1, None, 2011-08-31 00:00:00, None, 20.5
1.2, -0.1, None, 2011-09-01 00:00:00, None, 18.5
0.0, -2.1, None, 2011-09-02 00:00:00, None, 20.3
0.0, -2.5, None, 2011-09-03 00:00:00, None, 25.0
0.0, 2.0, None, 2011-09-04 00:00:00, None, 25.4
0.0, 3.6, None, 2011-09-05 00:00:00, None, 23.5
0.0, 6.3, None, 2011-09-06 00:00:00, None, 25.2
0.0, 4.8, None, 2011-09-07 00:00:00, None, 28.9
0.0, 2.5, None, 2011-09-08 00:00:00, None, 29.7
0.0, 1.4, None, 2011-09-09 00:00:00, None, 28.4
0.0, 4.3, None, 2011-09-10 00:00:00, None, 28.2
0.0, 3.4, None, 2011-09-11 00:00:00, None, 26.9
0.0, 3.1, None, 2011-09-12 00:00:00, None, 26.2
None, 3.9, None, 2011-09-13 00:00:00, None, None
None, 3.8, None, 2011-09-14 00:00:00, None, None
9.0, 2.2, None, 2011-09-15 00:00:00, None, 14.9
0.2, -1.4, None, 2011-09-16 00:00:00, None, 12.9
0.0, -1.0, None, 2011-09-17 00:00:00, None, 16.1
0.0, 7.5, None, 2011-09-18 00:00:00, None, 15.7
0.0, -2.4, None, 2011-09-19 00:00:00, None, 17.9
0.0, -1.1, None, 2011-09-20 00:00:00, None, 22.5
7.4, 8.8, None, 2011-09-21 00:00:00, None, 20.2
2.2, 5.6, None, 2011-09-22 00:00:00, None, 16.9
28.0, 6.6, None, 2011-09-23 00:00:00, None, 20.4
15.8, 1.6, None, 2011-09-24 00:00:00, None, 8.3
2.4, 1.6, None, 2011-09-25 00:00:00, None, 12.1
4.8, 2.1, None, 2011-09-26 00:00:00, None, 11.4
1.0, 5.2, None, 2011-09-27 00:00:00, None, 14.6
0.0, -2.5, None, 2011-09-28 00:00:00, None, 13.8
0.0, -2.2, None, 2011-09-29 00:00:00, None, 21.5
0.6, 5.1, None, 2011-09-30 00:00:00, None, 18.0
2.6, 0.1, None, 2011-10-01 00:00:00, None, 7.4
0.2, -0.6, None, 2011-10-02 00:00:00, None, 10.4
0.0, -1.5, None, 2011-10-03 00:00:00, None, 14.8
0.0, 1.1, None, 2011-10-04 00:00:00, None, 15.0
0.0, 1.0, None, 2011-10-05 00:00:00, None, 13.5
0.2, -2.2, None, 2011-10-06 00:00:00, None, 15.5
0.0, -1.6, None, 2011-10-07 00:00:00, None, 15.9
0.2, -3.4, None, 2011-10-08 00:00:00, None, 15.8
0.0, 3.9, None, 2011-10-09 00:00:00, None, 12.9
0.0, -1.1, None, 2011-10-10 00:00:00, None, 10.2
0.0, 0.0, None, 2011-10-11 00:00:00, None, 12.7
0.0, 4.0, None, 2011-10-12 00:00:00, None, 12.0
0.0, -6.0, None, 2011-10-13 00:00:00, None, 10.1
0.0, -9.2, None, 2011-10-14 00:00:00, None, 10.5
0.0, -10.1, None, 2011-10-15 00:00:00, None, 10.9
0.0, -10.1, None, 2011-10-16 00:00:00, None, 11.4
0.0, 4.5, None, 2011-10-17 00:00:00, None, 11.4
0.0, -0.6, None, 2011-10-18 00:00:00, None, 20.3
0.0, 0.1, None, 2011-10-19 00:00:00, None, 13.6
0.0, -4.1, None, 2011-10-20 00:00:00, None, 10.4
0.0, -4.1, None, 2011-10-21 00:00:00, None, 13.2
0.0, -1.1, None, 2011-10-22 00:00:00, None, 11.3
0.0, -5.8, None, 2011-10-23 00:00:00, None, 9.3
0.0, -3.9, None, 2011-10-24 00:00:00, None, 10.3
0.0, -7.9, None, 2011-10-25 00:00:00, None, 8.1
0.0, -2.8, None, 2011-10-26 00:00:00, None, 9.0
0.0, -8.2, None, 2011-10-27 00:00:00, None, 7.0
0.0, -2.2, None, 2011-10-28 00:00:00, None, 8.6
0.0, -3.9, None, 2011-10-29 00:00:00, None, 9.3
0.3, 0.4, None, 2011-10-30 00:00:00, None, 11.5
0.0, -5.4, None, 2011-10-31 00:00:00, None, 8.5
0.0, -8.7, None, 2011-11-01 00:00:00, None, 6.3
3.4, -0.4, None, 2011-11-02 00:00:00, None, 8.5
1.7, -6.0, None, 2011-11-03 00:00:00, 2.0, 2.6
0.0, -8.0, None, 2011-11-04 00:00:00, 2.0, 1.9
0.0, -7.6, None, 2011-11-05 00:00:00, 3.0, 4.5
0.3, -10.5, None, 2011-11-06 00:00:00, 2.0, 3.7
0.0, -4.1, None, 2011-11-07 00:00:00, 3.0, 5.3
0.0, -12.2, None, 2011-11-08 00:00:00, 1.0, 2.3
0.0, -3.6, None, 2011-11-09 00:00:00, 2.0, 10.6
0.0, 5.7, None, 2011-11-10 00:00:00, None, 12.0
0.9, 0.4, None, 2011-11-11 00:00:00, None, 7.4
0.0, -4.8, None, 2011-11-12 00:00:00, None, 7.2
0.0, -5.2, None, 2011-11-13 00:00:00, None, 6.3
0.0, -8.5, None, 2011-11-14 00:00:00, None, 3.6
0.0, -13.2, None, 2011-11-15 00:00:00, None, 1.9
2.6, -2.7, None, 2011-11-16 00:00:00, None, -0.2
0.6, -11.2, None, 2011-11-17 00:00:00, 5.0, 0.7
2.6, -11.1, None, 2011-11-18 00:00:00, 6.0, -6.6
0.0, -18.2, None, 2011-11-19 00:00:00, 5.0, -9.3
0.0, -18.2, None, 2011-11-20 00:00:00, 5.0, -1.6
9.5, -2.8, None, 2011-11-21 00:00:00, 5.0, 2.3
21.1, -0.4, None, 2011-11-22 00:00:00, 34.0, 2.8
0.3, -9.8, None, 2011-11-23 00:00:00, 26.0, 2.6
0.5, -10.0, None, 2011-11-24 00:00:00, 24.0, 2.2
0.0, -8.3, None, 2011-11-25 00:00:00, 24.0, 2.0
5.7, -1.3, None, 2011-11-26 00:00:00, 24.0, 6.5
30.3, -4.0, None, 2011-11-27 00:00:00, 10.0, 4.6
None, -6.0, None, 2011-11-28 00:00:00, 9.0, 3.6
0.0, -4.2, None, 2011-11-29 00:00:00, 9.0, 3.0
0.0, -7.8, None, 2011-11-30 00:00:00, 9.0, 2.1
0.0, -5.7, None, 2011-12-01 00:00:00, 9.0, 9.4
0.0, -9.6, None, 2011-12-02 00:00:00, 9.0, 1.8
0.0, -3.6, None, 2011-12-03 00:00:00, 9.0, 3.3
0.0, -9.4, None, 2011-12-04 00:00:00, 9.0, 2.6
None, -11.1, None, 2011-12-05 00:00:00, 9.0, 1.1
0.0, -8.8, None, 2011-12-06 00:00:00, 9.0, 6.7
0.0, -12.8, None, 2011-12-07 00:00:00, 9.0, -1.0
0.0, -13.4, None, 2011-12-08 00:00:00, 9.0, 0.9
0.0, -12.2, None, 2011-12-09 00:00:00, 9.0, 2.3
0.0, -8.4, None, 2011-12-10 00:00:00, 8.0, 4.9
0.0, -13.3, None, 2011-12-11 00:00:00, 8.0, -1.5
0.0, -16.8, None, 2011-12-12 00:00:00, 8.0, -4.4
0.0, -8.9, None, 2011-12-13 00:00:00, 9.0, 6.2
0.3, -3.0, None, 2011-12-14 00:00:00, 9.0, -1.3
0.0, -8.6, None, 2011-12-15 00:00:00, 9.0, 2.0
0.0, -1.7, None, 2011-12-16 00:00:00, 10.0, 5.8
4.2, -0.4, None, 2011-12-17 00:00:00, None, 11.6
0.3, -3.0, None, 2011-12-18 00:00:00, 1.0, 2.6
0.0, -2.0, None, 2011-12-19 00:00:00, 1.0, 8.8
0.0, -6.2, None, 2011-12-20 00:00:00, 1.0, 9.5
0.0, -11.9, None, 2011-12-21 00:00:00, None, 0.5
0.0, -9.8, None, 2011-12-22 00:00:00, 1.0, 6.7
0.0, 1.0, None, 2011-12-23 00:00:00, 1.0, 6.8
0.0, -1.2, None, 2011-12-24 00:00:00, 1.0, 6.6
0.3, -0.7, None, 2011-12-25 00:00:00, 1.0, 7.6
0.0, -2.8, None, 2011-12-26 00:00:00, 1.0, 4.4
5.5, -2.4, None, 2011-12-27 00:00:00, 1.0, 5.4
9.9, -2.4, None, 2011-12-28 00:00:00, 5.0, 4.8
1.8, -3.9, None, 2011-12-29 00:00:00, 2.0, 2.8
2.7, -9.8, None, 2011-12-30 00:00:00, 4.0, 2.0
0.0, -14.6, None, 2011-12-31 00:00:00, 5.0, -5.7
0.0, -25.7, None, 2017-12-31 00:00:00, 17.0, -12.7
