station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.2, None, None, 2010-01-02 00:00:00, 7.7, 9.5, None
0.0, None, None, 2010-01-03 00:00:00, 4.8, 9.0, None
0.2, None, None, 2010-01-04 00:00:00, 6.4, 8.2, None
0.0, None, None, 2010-01-05 00:00:00, 6.9, 9.4, None
5.4, None, None, 2010-01-06 00:00:00, 7.0, 8.9, None
0.0, None, None, 2010-01-07 00:00:00, 6.0, 8.8, None
0.4, None, None, 2010-01-08 00:00:00, 6.3, 11.2, None
0.2, None, None, 2010-01-09 00:00:00, 7.5, 11.8, None
0.2, None, None, 2010-01-10 00:00:00, 6.6, 11.6, None
1.8, None, None, 2010-01-11 00:00:00, 11.0, 14.4, None
0.2, None, None, 2010-01-13 00:00:00, 8.4, 11.1, None
None, None, None, 2010-01-14 00:00:00, 8.3, 10.0, None
1.2, None, None, 2010-01-15 00:00:00, 5.9, 10.0, None
0.0, None, None, 2010-01-16 00:00:00, 4.9, 8.7, None
0.0, None, None, 2010-01-17 00:00:00, 6.4, 10.6, None
0.0, None, None, 2010-01-18 00:00:00, 8.1, 13.3, None
0.0, None, None, 2010-01-19 00:00:00, 8.0, 14.4, None
0.0, None, None, 2010-01-20 00:00:00, 8.1, 12.2, None
0.0, None, None, 2010-01-21 00:00:00, 10.1, 13.1, None
0.0, None, None, 2010-01-22 00:00:00, 7.2, 11.2, None
0.0, None, None, 2010-01-23 00:00:00, 8.3, 11.9, None
0.0, None, None, 2010-01-24 00:00:00, 6.1, 9.2, None
0.4, None, None, 2010-01-25 00:00:00, 6.7, 10.3, None
0.0, None, None, 2010-01-26 00:00:00, 6.0, 8.7, None
0.0, None, None, 2010-01-27 00:00:00, 6.7, 9.2, None
0.0, None, None, 2010-01-28 00:00:00, 7.0, 10.9, None
0.0, None, None, 2010-01-29 00:00:00, 6.9, 11.2, None
0.4, None, None, 2010-01-30 00:00:00, 7.3, 8.2, None
0.0, None, None, 2010-01-31 00:00:00, 7.3, 10.3, None
0.0, None, None, 2010-02-01 00:00:00, 7.1, 8.8, None
0.0, None, None, 2010-02-02 00:00:00, 6.6, 10.1, None
0.0, None, None, 2010-02-03 00:00:00, 7.0, 9.3, None
0.0, None, None, 2010-02-04 00:00:00, 7.0, 12.7, None
0.0, None, None, 2010-02-05 00:00:00, 8.4, 13.6, None
0.0, None, None, 2010-02-06 00:00:00, 7.7, 12.2, None
0.0, None, None, 2010-02-07 00:00:00, 7.9, 9.7, None
0.0, None, None, 2010-02-08 00:00:00, 5.9, 9.7, None
0.0, None, None, 2010-02-09 00:00:00, 5.9, 9.0, None
0.2, None, None, 2010-02-10 00:00:00, 5.3, 7.4, None
0.2, None, None, 2010-02-11 00:00:00, 6.4, 10.2, None
0.0, None, None, 2010-02-12 00:00:00, 7.8, 10.1, None
0.0, None, None, 2010-02-13 00:00:00, 7.6, 12.0, None
0.0, None, None, 2010-02-14 00:00:00, 6.0, 12.5, None
0.2, None, None, 2010-02-15 00:00:00, 5.7, 10.4, None
1.0, None, None, 2010-02-16 00:00:00, 5.5, 9.9, None
0.0, None, None, 2010-02-17 00:00:00, 5.3, 9.3, None
0.0, None, None, 2010-02-18 00:00:00, 7.9, 14.2, None
0.0, None, None, 2010-02-19 00:00:00, 7.8, 11.2, None
0.0, None, None, 2010-02-20 00:00:00, 6.1, 9.9, None
0.0, None, None, 2010-02-21 00:00:00, 4.9, 10.2, None
0.0, None, None, 2010-02-22 00:00:00, 4.7, 9.1, None
0.2, None, None, 2010-02-23 00:00:00, 4.9, 8.6, None
0.2, None, None, 2010-02-24 00:00:00, 6.4, 9.7, None
0.4, None, None, 2010-02-25 00:00:00, 7.2, 11.1, None
0.2, None, None, 2010-02-26 00:00:00, 7.6, 10.9, None
0.2, None, None, 2010-02-27 00:00:00, 8.0, 10.6, None
0.0, None, None, 2010-02-28 00:00:00, 7.5, 13.3, None
0.0, None, None, 2010-03-01 00:00:00, 7.9, 10.9, None
0.0, None, None, 2010-03-02 00:00:00, 8.5, 10.6, None
0.0, None, None, 2010-03-03 00:00:00, 6.9, 10.3, None
0.0, None, None, 2010-03-04 00:00:00, 5.6, 11.4, None
0.0, None, None, 2010-03-05 00:00:00, 7.3, 10.2, None
0.0, None, None, 2010-03-06 00:00:00, 6.9, 10.7, None
0.0, None, None, 2010-03-07 00:00:00, 5.9, 10.1, None
0.0, None, None, 2010-03-08 00:00:00, 2.7, 7.4, None
0.0, None, None, 2010-03-09 00:00:00, 4.0, 8.1, None
0.2, None, None, 2010-03-10 00:00:00, 4.9, 8.9, None
0.8, None, None, 2010-03-11 00:00:00, 3.7, 8.4, None
0.4, None, None, 2010-03-12 00:00:00, 2.8, 9.3, None
0.2, None, None, 2010-03-13 00:00:00, 4.2, 8.7, None
0.2, None, None, 2010-03-14 00:00:00, 5.3, 9.8, None
0.0, None, None, 2010-03-15 00:00:00, 6.0, 10.8, None
0.0, None, None, 2010-03-16 00:00:00, 8.5, 12.7, None
0.0, None, None, 2010-03-17 00:00:00, 6.2, 9.1, None
0.0, None, None, 2010-03-18 00:00:00, 4.4, 8.8, None
0.0, None, None, 2010-03-19 00:00:00, 6.4, 12.6, None
0.0, None, None, 2010-03-20 00:00:00, 7.7, 12.8, None
0.2, None, None, 2010-03-21 00:00:00, 7.6, 12.2, None
0.0, None, None, 2010-03-22 00:00:00, 6.5, 11.1, None
0.0, None, None, 2010-03-23 00:00:00, 6.7, 11.1, None
0.0, None, None, 2010-03-24 00:00:00, 7.0, 11.1, None
0.6, None, None, 2010-03-25 00:00:00, 7.0, 11.7, None
0.0, None, None, 2010-03-26 00:00:00, 6.5, 9.9, None
0.0, None, None, 2010-03-27 00:00:00, 8.0, 14.8, None
0.4, None, None, 2010-03-28 00:00:00, 7.0, 13.4, None
1.0, None, None, 2010-03-29 00:00:00, 5.0, 9.7, None
0.2, None, None, 2010-03-30 00:00:00, 4.1, 8.3, None
0.0, None, None, 2010-03-31 00:00:00, 4.6, 11.8, None
0.0, None, None, 2010-04-01 00:00:00, 4.8, 10.1, None
14.6, None, None, 2010-04-02 00:00:00, 4.4, 9.5, None
0.2, None, None, 2010-04-03 00:00:00, 4.1, 8.9, None
12.4, None, None, 2010-04-04 00:00:00, 4.8, 12.2, None
0.0, None, None, 2010-04-05 00:00:00, 5.7, 12.3, None
0.0, None, None, 2010-04-06 00:00:00, 5.4, 9.5, None
0.2, None, None, 2010-04-07 00:00:00, 5.9, 9.6, None
46.6, None, None, 2010-04-08 00:00:00, 4.5, 8.0, None
