station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
34.0, 34.0, 0.0, 2010-01-01 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-01-02 00:00:00, 0.0
29.0, 29.0, 0.0, 2010-01-03 00:00:00, 0.0
20.6, 20.6, 0.0, 2010-01-04 00:00:00, 0.0
1.0, 1.0, 0.0, 2010-01-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-01-06 00:00:00, 0.0
6.4, 6.4, 0.0, 2010-01-07 00:00:00, 0.0
7.8, 7.8, 0.0, 2010-01-08 00:00:00, 0.0
5.0, 5.0, 0.0, 2010-01-09 00:00:00, 0.0
36.6, 36.6, 0.0, 2010-01-10 00:00:00, 0.0
19.2, 19.2, 0.0, 2010-01-11 00:00:00, 0.0
8.8, 8.8, 0.0, 2010-01-12 00:00:00, 0.0
4.6, 4.6, 0.0, 2010-01-13 00:00:00, 0.0
60.6, 60.6, 0.0, 2010-01-14 00:00:00, 0.0
3.8, 3.8, 0.0, 2010-01-15 00:00:00, 0.0
2.6, 2.6, 0.0, 2010-01-16 00:00:00, 0.0
8.6, 8.6, 0.0, 2010-01-17 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-01-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-01-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-01-20 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-01-21 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-01-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-01-23 00:00:00, 0.0
21.2, 21.2, 0.0, 2010-01-24 00:00:00, 0.0
1.6, 1.6, 0.0, 2010-01-25 00:00:00, 0.0
2.6, 2.6, 0.0, 2010-01-26 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-01-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-01-28 00:00:00, 0.0
5.6, 5.6, 0.0, 2010-01-29 00:00:00, 0.0
3.0, 3.0, 0.0, 2010-01-30 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-01-31 00:00:00, 0.0
2.6, 2.6, 0.0, 2010-02-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-06 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-02-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-10 00:00:00, 0.0
1.4, 1.4, 0.0, 2010-02-11 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-02-12 00:00:00, 0.0
4.2, 4.2, 0.0, 2010-02-13 00:00:00, 0.0
0.2, 0.2, 0.0, 2010-02-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-15 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-02-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-21 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-22 00:00:00, 0.0
1.4, 1.4, 0.0, 2010-02-23 00:00:00, 0.0
9.0, 9.0, 0.0, 2010-02-24 00:00:00, 0.0
1.4, 1.4, 0.0, 2010-02-25 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-02-26 00:00:00, 0.0
0.6, 0.6, 0.0, 2010-02-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-02-28 00:00:00, 0.0
12.4, 12.4, 0.0, 2010-04-01 00:00:00, 0.0
24.6, 24.6, 0.0, 2010-04-02 00:00:00, 0.0
0.4, 0.4, 0.0, 2010-04-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-04-04 00:00:00, 0.0
0.6, 0.6, 0.0, 2010-04-05 00:00:00, 0.0
0.6, 0.6, 0.0, 2010-04-06 00:00:00, 0.0
16.0, 16.0, 0.0, 2010-04-07 00:00:00, 0.0
7.8, 7.8, 0.0, 2010-04-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-04-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-04-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-04-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2010-04-12 00:00:00, 0.0
1.4, 1.4, 0.0, 2010-04-13 00:00:00, 0.0
