station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, SNOW_ON_THE_GROUND, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP
3.0, 0.0, 26.0, 3.0, 2010-01-01 00:00:00, -7.0, 1.5
0.0, 0.0, 27.0, 0.0, 2010-01-02 00:00:00, -6.0, 1.5
0.0, 0.0, 25.0, 0.0, 2010-01-03 00:00:00, -11.0, -3.0
0.0, 0.0, 25.0, 0.0, 2010-01-04 00:00:00, -13.0, -3.0
0.0, 0.0, 24.0, 0.0, 2010-01-05 00:00:00, -17.0, -13.0
0.0, 0.0, 24.0, 0.0, 2010-01-06 00:00:00, -24.0, -8.5
0.0, 0.0, 24.0, 0.0, 2010-01-07 00:00:00, -16.5, -3.0
0.0, 0.0, 23.0, 0.0, 2010-01-08 00:00:00, -8.5, -0.5
0.0, 0.0, 23.0, 0.0, 2010-01-09 00:00:00, -4.0, 2.5
0.0, 0.0, 22.0, 0.0, 2010-01-10 00:00:00, -2.5, 4.0
0.0, 0.0, 21.0, 0.0, 2010-01-11 00:00:00, 0.5, 5.0
0.0, 0.0, 20.0, 0.0, 2010-01-12 00:00:00, -0.5, 5.5
2.0, 2.0, 19.0, 0.0, 2010-01-13 00:00:00, -2.5, 4.0
0.0, 0.0, 16.0, 0.0, 2010-01-14 00:00:00, -2.0, 3.0
2.0, 0.0, 16.0, 2.0, 2010-01-15 00:00:00, -1.0, 5.5
0.0, 0.0, 18.0, 0.0, 2010-01-16 00:00:00, -10.0, 0.5
0.0, 0.0, 18.0, 0.0, 2010-01-17 00:00:00, -5.0, 4.0
0.0, 0.0, 17.0, 0.0, 2010-01-18 00:00:00, 0.0, 5.0
0.0, 0.0, 16.0, 0.0, 2010-01-19 00:00:00, -3.0, 4.5
0.0, 0.0, 16.0, 0.0, 2010-01-20 00:00:00, -2.0, 4.0
0.0, 0.0, 16.0, 0.0, 2010-01-23 00:00:00, -10.5, -6.5
0.4, 0.0, 15.0, 0.4, 2010-01-24 00:00:00, -15.0, -0.5
0.0, 0.0, 15.0, 0.0, 2010-01-25 00:00:00, -4.0, 2.0
0.0, 0.0, 15.0, 0.0, 2010-01-26 00:00:00, -4.0, 3.0
0.0, 0.0, 15.0, 0.0, 2010-01-27 00:00:00, -8.5, 1.0
0.0, 0.0, 15.0, 0.0, 2010-01-28 00:00:00, -5.0, 1.0
0.0, 0.0, 15.0, 0.0, 2010-01-29 00:00:00, -2.5, 4.0
6.2, 2.0, 15.0, 4.2, 2010-01-30 00:00:00, -2.0, 1.0
0.0, 0.0, 20.0, 0.0, 2010-01-31 00:00:00, -2.5, 0.0
1.8, 0.0, 20.0, 1.8, 2010-02-01 00:00:00, -3.5, 2.0
0.0, 0.0, 23.0, 0.0, 2010-02-02 00:00:00, -5.5, 1.0
0.0, 0.0, 22.0, 0.0, 2010-02-03 00:00:00, -5.5, 1.0
0.0, 0.0, 22.0, 0.0, 2010-02-04 00:00:00, -3.0, 3.5
2.0, 0.0, 22.0, 2.0, 2010-02-05 00:00:00, -1.0, 1.0
0.0, 0.0, 23.0, 0.0, 2010-02-06 00:00:00, -10.0, 4.0
0.0, 0.0, 23.0, 0.0, 2010-02-07 00:00:00, -12.0, 2.0
0.0, 0.0, 23.0, 0.0, 2010-02-08 00:00:00, -8.0, -0.5
0.0, 0.0, 23.0, 0.0, 2010-02-09 00:00:00, -7.0, 2.5
0.0, 0.0, 22.0, 0.0, 2010-02-10 00:00:00, -7.5, 3.0
1.0, 0.0, 22.0, 1.0, 2010-02-11 00:00:00, -8.0, 3.5
0.0, 0.0, 23.0, 0.0, 2010-02-12 00:00:00, -2.5, 6.0
0.0, 0.0, 23.0, 0.0, 2010-02-13 00:00:00, -5.5, 6.0
