station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2011-05-03 00:00:00, None, 13.0, 3.0
2011-05-04 00:00:00, None, 18.3, -3.4
2011-05-05 00:00:00, None, 13.9, 8.0
2011-05-06 00:00:00, None, 14.9, 1.5
2011-05-07 00:00:00, None, 13.8, 5.2
2011-05-08 00:00:00, None, 11.6, 2.1
2011-05-09 00:00:00, None, 18.8, 3.4
2011-05-10 00:00:00, None, 19.2, 1.6
2011-05-11 00:00:00, None, 18.3, 5.8
2011-05-12 00:00:00, None, 13.4, 2.2
2011-05-13 00:00:00, None, 18.8, -2.2
2011-05-14 00:00:00, None, 12.7, 7.1
2011-05-15 00:00:00, None, 17.1, 7.6
2011-05-16 00:00:00, None, 11.9, 6.5
2011-05-17 00:00:00, None, 13.9, 4.7
2011-05-18 00:00:00, None, 20.0, -2.0
2011-05-19 00:00:00, None, 23.6, 1.1
2011-05-20 00:00:00, None, 23.7, 3.3
2011-05-21 00:00:00, None, 20.7, 7.1
2011-05-22 00:00:00, None, 17.6, 8.1
2011-05-23 00:00:00, None, 17.6, 7.1
2011-05-24 00:00:00, None, 21.1, 5.1
2011-05-25 00:00:00, None, 17.5, 9.5
2011-05-26 00:00:00, None, 10.5, 5.6
2011-05-27 00:00:00, None, 13.2, 0.6
2011-05-28 00:00:00, None, 15.2, 6.3
2011-05-29 00:00:00, None, 19.4, 4.7
2011-05-30 00:00:00, None, 20.2, 2.6
2011-05-31 00:00:00, None, 19.3, 1.9
2011-06-01 00:00:00, None, 17.9, 8.5
2011-06-02 00:00:00, None, 16.3, 4.1
2011-06-03 00:00:00, None, 22.4, 3.8
2011-06-04 00:00:00, None, 26.3, 3.9
2011-06-05 00:00:00, None, 27.3, 6.5
2011-06-06 00:00:00, None, 27.6, 8.6
2011-06-07 00:00:00, 0.8, 20.1, 11.5
2011-06-08 00:00:00, 2.6, 20.3, 10.3
2011-06-09 00:00:00, 0.0, 23.7, 8.0
2011-06-10 00:00:00, 0.0, 22.4, 6.6
2011-06-11 00:00:00, 0.0, 21.7, 6.2
2011-06-12 00:00:00, 0.0, 21.7, 5.9
2011-06-13 00:00:00, 0.0, 18.6, 12.4
2011-06-14 00:00:00, 0.0, 18.6, 7.8
2011-06-15 00:00:00, 5.4, 17.1, 7.3
2011-06-16 00:00:00, 0.0, 16.0, 7.8
2011-06-17 00:00:00, 0.0, 22.2, 9.1
2017-12-31 00:00:00, None, -7.1, -14.0
