station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-01-01 00:00:00, 11.8, 11.3, 4.6
2010-01-02 00:00:00, 2.6, 8.9, 5.9
2010-01-03 00:00:00, 2.4, 7.6, 4.9
2010-01-04 00:00:00, 19.6, 5.8, 5.4
2010-01-05 00:00:00, 5.4, 7.6, 5.3
2010-01-06 00:00:00, 0.0, 7.7, 3.1
2010-01-07 00:00:00, 0.6, 7.2, 2.4
2010-01-08 00:00:00, 11.4, 7.6, 4.3
2010-01-09 00:00:00, 0.4, 10.7, 6.3
2010-01-10 00:00:00, 0.0, 11.1, 5.6
2010-01-11 00:00:00, 8.0, 12.9, 8.6
2010-01-12 00:00:00, None, 9.7, 7.8
2010-01-13 00:00:00, 2.6, 9.6, 7.1
2010-01-14 00:00:00, 12.6, 9.0, 7.0
2010-01-15 00:00:00, 8.8, 10.0, 5.4
2010-01-16 00:00:00, 0.0, 7.1, 2.7
2010-01-17 00:00:00, 0.0, 10.0, 5.4
2010-01-18 00:00:00, 0.2, 10.6, 7.2
2010-01-19 00:00:00, 0.0, 12.1, 7.3
2010-01-20 00:00:00, 0.0, 11.5, 7.8
2010-01-21 00:00:00, 0.0, 11.4, 6.4
2010-01-22 00:00:00, 0.0, 9.2, 6.1
2010-01-23 00:00:00, 0.0, 10.3, 5.1
2010-01-24 00:00:00, 0.2, 7.3, 5.9
2010-01-25 00:00:00, 0.0, 12.1, 5.6
2010-01-26 00:00:00, 0.0, 8.7, 4.1
2010-01-27 00:00:00, 0.0, 8.3, 4.7
2010-01-28 00:00:00, 0.0, 8.5, 6.4
2010-01-29 00:00:00, 0.2, 9.7, 7.5
2010-01-30 00:00:00, 5.6, 7.6, 6.7
2010-01-31 00:00:00, 0.2, 11.5, 6.7
2010-02-01 00:00:00, 1.0, 7.8, 6.3
2010-02-02 00:00:00, 0.4, 10.1, 5.8
2010-02-03 00:00:00, 0.2, 7.8, 5.6
2010-02-04 00:00:00, 0.0, 11.0, 6.5
2010-02-05 00:00:00, 0.2, 12.9, 7.3
2010-02-06 00:00:00, 0.0, 12.1, 5.9
2010-02-07 00:00:00, 1.2, 8.6, 6.5
2010-02-08 00:00:00, 0.8, 9.4, 5.2
2010-02-09 00:00:00, 0.0, 9.2, 4.3
2010-02-10 00:00:00, 0.0, 6.7, 4.4
2010-02-11 00:00:00, 0.2, 10.2, 6.0
2010-02-12 00:00:00, 2.0, 9.6, 7.0
2010-02-13 00:00:00, 0.0, 9.7, 6.8
2010-02-14 00:00:00, 4.2, 12.8, 6.1
2010-02-15 00:00:00, 0.6, 9.2, 5.2
2010-02-16 00:00:00, 1.8, 12.2, 5.7
2010-02-17 00:00:00, 0.0, 10.2, 3.0
2010-02-18 00:00:00, 0.0, 11.0, 5.4
2010-02-19 00:00:00, 0.0, 12.3, 5.6
2010-02-20 00:00:00, 0.0, 12.2, 4.1
2010-02-21 00:00:00, 0.0, 12.3, 3.0
2010-02-22 00:00:00, 0.0, 10.5, 2.4
2010-02-23 00:00:00, 0.4, 7.9, 4.6
2010-02-24 00:00:00, 6.8, 10.1, 5.9
2010-02-25 00:00:00, 1.6, 12.0, 6.5
2010-02-26 00:00:00, 0.6, 9.6, 7.6
2010-02-27 00:00:00, 2.4, 10.7, 7.3
2010-02-28 00:00:00, 0.2, 11.6, 7.5
2010-03-01 00:00:00, 0.0, 11.1, 7.0
2010-03-02 00:00:00, 1.4, 13.0, 7.2
2010-03-03 00:00:00, 0.0, 11.2, 6.2
2010-03-04 00:00:00, 0.2, 10.9, 3.9
2010-03-05 00:00:00, 0.0, 13.3, 5.4
2010-03-06 00:00:00, 0.0, 12.7, 4.4
2010-03-07 00:00:00, 1.8, 8.6, 3.8
2010-03-08 00:00:00, 0.8, 6.5, 1.7
2010-03-09 00:00:00, 0.0, 6.6, 2.4
2010-03-10 00:00:00, 0.4, 10.1, 4.5
2010-03-11 00:00:00, 6.8, 7.8, 4.5
2010-03-12 00:00:00, 14.0, 9.2, 2.4
2010-03-13 00:00:00, 0.2, 9.5, 4.3
2010-03-14 00:00:00, 4.0, 8.3, 5.2
2010-03-15 00:00:00, 0.8, 11.1, 5.7
2010-03-16 00:00:00, 1.2, 14.1, 7.8
2010-03-17 00:00:00, 0.0, 11.1, 5.3
2010-03-18 00:00:00, 0.0, 10.3, 2.5
2010-03-19 00:00:00, 0.2, 12.8, 4.5
2010-03-20 00:00:00, 0.0, 13.6, 5.9
2010-03-21 00:00:00, 3.2, 12.8, 7.1
2010-03-22 00:00:00, 0.0, 13.1, 6.0
2010-03-23 00:00:00, 0.0, 11.6, 5.4
2010-03-24 00:00:00, 0.0, 15.2, 6.0
2010-03-25 00:00:00, 6.6, 12.4, 6.6
2010-03-26 00:00:00, 2.4, 12.6, 6.2
2010-03-27 00:00:00, 0.0, 14.0, 6.7
2010-03-28 00:00:00, 1.2, 12.9, 7.1
2010-03-29 00:00:00, 22.0, 9.0, 4.1
2010-03-30 00:00:00, 1.8, 10.0, 3.2
2010-03-31 00:00:00, 0.0, 10.1, 4.4
2010-04-01 00:00:00, 0.0, 9.8, 5.3
2010-04-02 00:00:00, 8.0, 8.3, 3.9
2010-04-03 00:00:00, 1.6, 8.4, 3.9
2010-04-04 00:00:00, 0.0, 11.2, 4.7
2010-04-05 00:00:00, 0.0, 12.0, 6.3
2010-04-06 00:00:00, 1.0, 10.2, 5.2
2010-04-07 00:00:00, 0.2, 9.9, 6.0
2010-04-08 00:00:00, 2.0, 8.9, 3.7
2010-04-09 00:00:00, 1.6, 9.8, 2.6
2010-04-10 00:00:00, 0.0, 11.3, 2.4
2010-04-11 00:00:00, 0.0, 14.2, 7.1
2010-04-12 00:00:00, 0.0, 14.3, 9.1
2010-04-13 00:00:00, 0.0, 12.6, 8.2
2010-04-14 00:00:00, 0.0, 13.4, 6.2
2010-04-15 00:00:00, 0.2, 12.5, 6.7
2010-04-16 00:00:00, 0.0, 17.6, 6.7
2010-04-17 00:00:00, 2.2, 16.0, 7.8
2010-04-18 00:00:00, 0.0, 17.2, 8.3
2010-04-19 00:00:00, 0.2, 18.2, 10.9
2010-04-20 00:00:00, 9.6, 11.4, 8.5
2010-04-21 00:00:00, 0.0, 12.2, 7.9
2010-04-22 00:00:00, 0.0, 14.3, 7.1
2010-04-23 00:00:00, 5.4, 10.2, 5.0
2010-04-24 00:00:00, 1.8, 11.5, 5.8
2010-04-25 00:00:00, 0.0, 13.0, 5.6
2010-04-26 00:00:00, 0.0, 14.7, 8.3
