station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, SNOW_ON_THE_GROUND, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP
7.4, 7.4, 0.0, 0.0, 2010-01-01 00:00:00, 3.0, 8.0
2.6, 2.6, 0.0, 0.0, 2010-01-02 00:00:00, 1.0, 7.5
15.2, 15.2, 0.0, 0.0, 2010-01-03 00:00:00, -0.5, 7.0
7.4, 7.4, 0.0, 0.0, 2010-01-04 00:00:00, 3.5, 5.5
2.8, 2.8, 0.0, 0.0, 2010-01-05 00:00:00, 4.0, 6.0
0.0, 0.0, 0.0, 0.0, 2010-01-06 00:00:00, -0.5, 5.5
3.0, 3.0, 0.0, 0.0, 2010-01-07 00:00:00, -2.0, 5.5
18.6, 18.6, 0.0, 0.0, 2010-01-08 00:00:00, 2.5, 9.0
4.6, 4.6, 0.0, 0.0, 2010-01-09 00:00:00, 5.0, 10.0
41.8, 41.8, 0.0, 0.0, 2010-01-10 00:00:00, 6.5, 10.0
28.6, 28.6, 0.0, 0.0, 2010-01-11 00:00:00, 7.5, 10.0
6.2, 6.2, 0.0, 0.0, 2010-01-12 00:00:00, 5.5, 10.5
7.2, 7.2, 0.0, 0.0, 2010-01-13 00:00:00, 5.0, 9.0
44.6, 44.6, 0.0, 0.0, 2010-01-14 00:00:00, 5.0, 7.5
1.4, 1.4, 0.0, 0.0, 2010-01-15 00:00:00, 5.5, 10.5
4.8, 4.8, 0.0, 0.0, 2010-01-16 00:00:00, -1.5, 6.5
12.6, 12.6, 0.0, 0.0, 2010-01-17 00:00:00, 3.0, 8.5
5.0, 5.0, 0.0, 0.0, 2010-01-18 00:00:00, 6.5, 9.5
2.8, 2.8, 0.0, 0.0, 2010-01-19 00:00:00, 2.0, 10.0
0.0, 0.0, 0.0, 0.0, 2010-01-20 00:00:00, 4.5, 11.0
1.0, 1.0, 0.0, 0.0, 2010-01-21 00:00:00, 3.5, 8.5
0.0, 0.0, 0.0, 0.0, 2010-01-22 00:00:00, 0.5, 9.0
1.0, 1.0, 0.0, 0.0, 2010-01-23 00:00:00, -5.0, 7.5
19.2, 19.2, 0.0, 0.0, 2010-01-24 00:00:00, 1.5, 7.0
8.6, 8.6, 0.0, 0.0, 2010-01-25 00:00:00, 4.0, 7.0
2.0, 2.0, 0.0, 0.0, 2010-01-26 00:00:00, -0.5, 8.0
1.0, 1.0, 0.0, 0.0, 2010-01-27 00:00:00, 1.0, 7.5
0.0, 0.0, 0.0, 0.0, 2010-01-28 00:00:00, 3.5, 7.5
4.0, 4.0, 0.0, 0.0, 2010-01-29 00:00:00, 4.5, 8.0
4.6, 4.6, 0.0, 0.0, 2010-01-30 00:00:00, 5.0, 8.0
1.2, 1.2, 0.0, 0.0, 2010-01-31 00:00:00, 5.0, 8.0
8.6, 8.6, 0.0, 0.0, 2010-02-01 00:00:00, 2.0, 8.5
2.8, 2.8, 0.0, 0.0, 2010-02-02 00:00:00, 5.0, 7.0
2.6, 2.6, 0.0, 0.0, 2010-02-03 00:00:00, 5.0, 7.5
4.0, 4.0, 0.0, 0.0, 2010-02-04 00:00:00, 5.0, 11.0
1.0, 1.0, 0.0, 0.0, 2010-02-05 00:00:00, 6.5, 10.5
2.6, 2.6, 0.0, 0.0, 2010-02-06 00:00:00, 6.0, 11.0
0.0, 0.0, 0.0, 0.0, 2010-02-07 00:00:00, 1.5, 9.0
0.0, 0.0, 0.0, 0.0, 2010-02-08 00:00:00, -1.0, 10.5
0.0, 0.0, 0.0, 0.0, 2010-02-09 00:00:00, 1.0, 8.0
9.8, 9.8, 0.0, 0.0, 2010-02-12 00:00:00, 4.0, 9.0
23.0, 23.0, 0.0, 0.0, 2010-02-13 00:00:00, 5.0, 9.0
1.0, 1.0, 0.0, 0.0, 2010-02-14 00:00:00, 3.5, 12.0
7.2, 7.2, 0.0, 0.0, 2010-02-15 00:00:00, -0.5, 8.5
0.0, 0.0, 0.0, 0.0, 2010-02-16 00:00:00, 5.0, 11.5
0.0, 0.0, 0.0, 0.0, 2010-02-17 00:00:00, -1.5, 9.5
0.0, 0.0, 0.0, 0.0, 2010-02-18 00:00:00, -2.5, 11.0
0.0, 0.0, 0.0, 0.0, 2010-02-19 00:00:00, -2.5, 12.5
0.0, 0.0, 0.0, 0.0, 2010-02-20 00:00:00, -2.0, 11.5
0.0, 0.0, 0.0, 0.0, 2010-02-21 00:00:00, -2.5, 10.0
2.0, 2.0, 0.0, 0.0, 2010-02-22 00:00:00, -3.0, 9.0
7.2, 7.2, 0.0, 0.0, 2010-02-23 00:00:00, 0.5, 8.0
4.4, 4.4, 0.0, 0.0, 2010-02-24 00:00:00, 5.0, 10.5
6.8, 6.8, 0.0, 0.0, 2010-02-25 00:00:00, 1.0, 11.5
18.4, 18.4, 0.0, 0.0, 2010-02-26 00:00:00, 6.0, 8.0
3.0, 3.0, 0.0, 0.0, 2010-02-27 00:00:00, 5.5, 9.0
0.0, 0.0, 0.0, 0.0, 2010-02-28 00:00:00, 5.0, 11.0
1.0, 1.0, 0.0, 0.0, 2010-03-01 00:00:00, 6.0, 11.5
0.0, 0.0, 0.0, 0.0, 2010-03-02 00:00:00, 7.5, 13.5
0.0, 0.0, 0.0, 0.0, 2010-03-03 00:00:00, 1.5, 12.0
0.0, 0.0, 0.0, 0.0, 2010-03-04 00:00:00, 0.0, 10.5
0.0, 0.0, 0.0, 0.0, 2010-03-05 00:00:00, 2.0, 12.5
0.0, 0.0, 0.0, 0.0, 2010-03-06 00:00:00, -1.5, 12.5
