station_observations
time, MAX_TEMP, MIN_TEMP
2010-03-16 00:00:00, 4.1, 1.2
2010-03-17 00:00:00, 8.1, -2.8
2010-03-18 00:00:00, 8.4, -6.1
2010-03-19 00:00:00, 13.7, -5.2
2010-03-20 00:00:00, 12.9, -4.4
2010-03-21 00:00:00, 5.4, 1.0
2010-03-22 00:00:00, 6.9, 0.4
2010-03-23 00:00:00, 8.5, -0.7
2010-03-24 00:00:00, 15.0, -1.4
2010-03-25 00:00:00, 6.2, 0.5
2010-03-26 00:00:00, 7.7, 1.0
2010-03-27 00:00:00, 9.7, 0.1
2010-03-28 00:00:00, 6.4, 0.1
2010-03-29 00:00:00, 2.8, -0.8
2010-03-30 00:00:00, 3.8, -1.5
2010-03-31 00:00:00, 9.5, -2.4
2010-04-01 00:00:00, 4.1, -2.5
2010-04-02 00:00:00, 2.9, -1.1
2010-04-03 00:00:00, 4.0, -2.0
2010-04-04 00:00:00, 9.7, -2.9
2010-04-05 00:00:00, 7.5, -0.5
2010-04-06 00:00:00, 5.7, -0.8
2010-04-07 00:00:00, 2.5, -0.5
2010-04-08 00:00:00, 6.5, -2.2
2010-04-09 00:00:00, 5.3, -6.6
2010-04-10 00:00:00, 9.9, -8.7
2010-04-11 00:00:00, 11.6, -5.1
2010-04-12 00:00:00, 14.7, -2.4
2010-04-13 00:00:00, 9.6, 0.3
2010-04-14 00:00:00, 16.0, 0.2
2010-04-15 00:00:00, 17.6, 0.0
2010-04-16 00:00:00, 18.7, -1.1
2010-04-17 00:00:00, 7.2, 1.4
2010-04-18 00:00:00, 15.5, 1.5
2010-04-19 00:00:00, 20.4, 0.4
2010-04-20 00:00:00, 11.3, 2.4
2010-04-21 00:00:00, 6.5, 1.9
2010-04-22 00:00:00, 11.3, -0.9
2010-04-23 00:00:00, 8.5, -3.1
2010-04-24 00:00:00, 4.9, 0.0
2010-04-25 00:00:00, 9.9, -0.5
2010-04-26 00:00:00, 9.6, -0.3
2010-04-27 00:00:00, 8.9, 1.2
2010-04-30 00:00:00, 11.2, 1.0
2010-05-01 00:00:00, 12.0, 0.3
2010-05-02 00:00:00, 6.8, -1.0
2010-05-03 00:00:00, 7.0, -0.9
2010-05-04 00:00:00, 7.8, -1.9
2010-05-05 00:00:00, 12.2, -0.7
2010-05-07 00:00:00, 13.5, -2.4
2010-05-08 00:00:00, 14.6, -1.6
2010-05-10 00:00:00, 17.8, 0.7
2010-05-12 00:00:00, 15.1, 0.8
2010-05-14 00:00:00, 19.2, 1.0
2010-05-15 00:00:00, 19.3, 1.4
2010-05-17 00:00:00, 21.9, 2.6
2010-05-18 00:00:00, 10.6, 5.4
2010-05-19 00:00:00, 17.2, 4.2
2010-05-20 00:00:00, 7.2, 1.4
2010-05-21 00:00:00, 12.3, -1.7
2010-05-22 00:00:00, 7.2, -1.2
2010-05-24 00:00:00, 9.9, 1.1
2010-05-25 00:00:00, 12.3, 3.4
2010-05-28 00:00:00, 12.6, 5.1
2010-05-29 00:00:00, 9.2, 5.4
2010-05-30 00:00:00, 11.0, 4.6
2010-05-31 00:00:00, 11.7, 4.3
2010-06-05 00:00:00, 16.7, 4.4
2010-06-09 00:00:00, 11.5, 6.3
2010-06-11 00:00:00, 16.0, 5.8
2010-06-13 00:00:00, 18.4, 6.1
2010-06-14 00:00:00, 16.3, 2.8
2010-06-16 00:00:00, 17.6, 1.8
2010-06-17 00:00:00, 12.6, 7.5
2010-06-18 00:00:00, 19.5, 6.4
2010-06-19 00:00:00, 21.6, 5.0
2010-06-20 00:00:00, 17.0, 6.7
2010-06-21 00:00:00, 12.8, 7.7
2010-06-22 00:00:00, 17.9, 7.2
2010-06-23 00:00:00, 23.0, 6.3
2010-06-24 00:00:00, 18.2, 9.1
2010-06-25 00:00:00, 20.5, 7.6
2010-06-28 00:00:00, 14.8, 6.6
2010-06-29 00:00:00, 13.5, 6.2
2010-07-01 00:00:00, 11.8, 5.0
2010-07-03 00:00:00, 14.4, 5.8
2010-07-05 00:00:00, 20.0, 8.0
2010-07-06 00:00:00, 26.7, 4.8
2010-07-07 00:00:00, 30.5, 8.8
