station_observations
ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
1.8, 2011-05-06 00:00:00, 6.3, 11.9, None
2.0, 2011-05-07 00:00:00, 6.0, 12.1, None
0.0, 2011-05-08 00:00:00, 4.3, 16.0, None
0.0, 2011-05-09 00:00:00, 3.9, 17.9, None
0.0, 2011-05-10 00:00:00, 8.1, 12.3, None
11.8, 2011-05-11 00:00:00, 2.1, 9.8, None
3.2, 2011-05-12 00:00:00, 2.2, 11.4, None
0.6, 2011-05-13 00:00:00, 4.9, 18.1, None
4.6, 2011-05-14 00:00:00, 7.2, 16.6, None
33.2, 2011-05-15 00:00:00, 8.4, 12.2, None
0.0, 2011-05-16 00:00:00, 4.5, 13.0, None
0.0, 2011-05-17 00:00:00, 0.4, 17.1, None
0.0, 2011-05-18 00:00:00, 2.3, 18.7, None
0.0, 2011-05-19 00:00:00, 1.2, 21.8, None
0.0, 2011-05-20 00:00:00, 2.2, 21.8, None
0.0, 2011-05-21 00:00:00, 9.2, 15.4, None
0.4, 2011-05-22 00:00:00, 7.8, 13.8, None
5.6, 2011-05-23 00:00:00, 7.8, 16.9, None
0.2, 2011-05-24 00:00:00, 8.0, 17.7, None
9.2, 2011-05-25 00:00:00, 7.8, 12.3, None
1.6, 2011-05-26 00:00:00, 6.8, 13.8, None
7.8, 2011-05-27 00:00:00, 5.3, 14.2, None
0.0, 2011-05-28 00:00:00, 2.4, 17.4, None
0.0, 2011-05-29 00:00:00, 2.8, 20.3, None
0.0, 2011-05-30 00:00:00, 8.5, 15.0, None
0.0, 2011-05-31 00:00:00, 4.9, 21.9, None
0.0, 2017-12-31 00:00:00, -1.9, 2.8, 0.0
